ID,Label,Prediction,Result
268,No.,Yes.,0
269,Yes.,Yes.,1
270,No.,Yes.,0
271,Yes.,Yes.,1
272,No.,No.,1
273,Yes.,No.,0
274,No.,Yes.,0
275,Yes.,Yes.,1
276,No.,Yes.,0
277,Yes.,Yes.,1
278,No.,No.,1
279,Yes.,Yes.,1
280,No.,No.,1
281,Yes.,Yes.,1
282,No.,No.,1
283,Yes.,Yes.,1
284,No.,Yes.,0
285,Yes.,No.,0
286,No.,Yes.,0
287,Yes.,Yes.,1
288,No.,No.,1
289,Yes.,No.,0
290,No.,Yes.,0
291,Yes.,Yes.,1
292,No.,No.,1
293,Yes.,Yes.,1
294,No.,No.,1
295,Yes.,Yes.,1
296,No.,No.,1
297,Yes.,Yes.,1
298,No.,No.,1
299,Yes.,No.,0
300,No.,No.,1
301,Yes.,Yes.,1
302,No.,No.,1
303,Yes.,No.,0
304,No.,No.,1
305,Yes.,Yes.,1
306,No.,Yes.,0
307,Yes.,Yes.,1
308,No.,No.,1
309,Yes.,No.,0
310,No.,No.,1
311,Yes.,No.,0
312,No.,No.,1
313,Yes.,Yes.,1
314,No.,No.,1
315,Yes.,No.,0
316,No.,Yes.,0
317,Yes.,Yes.,1
318,No.,Yes.,0
319,Yes.,Yes.,1
320,No.,Yes.,0
321,Yes.,Yes.,1
322,No.,Yes.,0
323,Yes.,Yes.,1
324,No.,Yes.,0
325,Yes.,No.,0
326,No.,No.,1
327,Yes.,Yes.,1
328,No.,No.,1
329,Yes.,Yes.,1
330,No.,No.,1
331,Yes.,Yes.,1
332,No.,No.,1
333,Yes.,No.,0
334,No.,No.,1
335,Yes.,Yes.,1
336,No.,No.,1
337,Yes.,Yes.,1
338,No.,No.,1
339,Yes.,Yes.,1
340,No.,No.,1
341,Yes.,Yes.,1
342,No.,No.,1
343,Yes.,No.,0
344,No.,Yes.,0
345,Yes.,Yes.,1
346,No.,No.,1
347,Yes.,Yes.,1
348,No.,Yes.,0
349,Yes.,Yes.,1
350,No.,No.,1
351,Yes.,Yes.,1
352,No.,No.,1
353,Yes.,Yes.,1
354,No.,No.,1
355,Yes.,No.,0
356,No.,No.,1
357,Yes.,Yes.,1
358,No.,No.,1
359,Yes.,Yes.,1
360,No.,No.,1
361,Yes.,Yes.,1
362,No.,No.,1
363,Yes.,Yes.,1
364,No.,No.,1
365,Yes.,Yes.,1
366,No.,No.,1
367,Yes.,No.,0
368,No.,Yes.,0
369,Yes.,No.,0
370,No.,Yes.,0
371,Yes.,Yes.,1
372,No.,Yes.,0
373,Yes.,Yes.,1
374,No.,Yes.,0
375,Yes.,Yes.,1
376,No.,No.,1
377,Yes.,No.,0
378,No.,No.,1
379,Yes.,Yes.,1
380,No.,No.,1
381,Yes.,Yes.,1
382,No.,No.,1
383,Yes.,Yes.,1
384,No.,No.,1
385,Yes.,Yes.,1
386,No.,No.,1
387,Yes.,Yes.,1
388,No.,Yes.,0
389,Yes.,Yes.,1
390,No.,No.,1
391,Yes.,No.,0
392,No.,No.,1
393,Yes.,Yes.,1
394,No.,No.,1
395,Yes.,Yes.,1
396,No.,Yes.,0
397,Yes.,Yes.,1
398,No.,Yes.,0
399,Yes.,No.,0
400,No.,No.,1
401,Yes.,No.,0
402,No.,Yes.,0
403,Yes.,Yes.,1
404,No.,No.,1
405,Yes.,No.,0
406,No.,No.,1
407,Yes.,Yes.,1
408,No.,Yes.,0
409,Yes.,Yes.,1
410,No.,Yes.,0
411,Yes.,Yes.,1
412,No.,No.,1
413,Yes.,Yes.,1
414,No.,Yes.,0
415,Yes.,Yes.,1
416,No.,No.,1
417,Yes.,Yes.,1
418,No.,No.,1
419,Yes.,Yes.,1
420,No.,Yes.,0
421,Yes.,Yes.,1
422,No.,No.,1
423,Yes.,Yes.,1
424,No.,Yes.,0
425,Yes.,Yes.,1
426,No.,Yes.,0
427,Yes.,No.,0
428,No.,No.,1
429,Yes.,Yes.,1
430,No.,No.,1
431,Yes.,Yes.,1
432,No.,No.,1
433,Yes.,Yes.,1
434,No.,No.,1
435,Yes.,Yes.,1
436,No.,No.,1
437,Yes.,Yes.,1
438,No.,Yes.,0
439,Yes.,Yes.,1
440,No.,No.,1
441,Yes.,Yes.,1
442,No.,No.,1
443,Yes.,Yes.,1
444,No.,Yes.,0
445,Yes.,Yes.,1
446,No.,No.,1
447,Yes.,Yes.,1
448,No.,Yes.,0
449,Yes.,Yes.,1
450,No.,No.,1
451,Yes.,Yes.,1
452,No.,Yes.,0
453,Yes.,Yes.,1
454,No.,No.,1
455,Yes.,No.,0
456,No.,Yes.,0
457,Yes.,Yes.,1
458,No.,Yes.,0
459,Yes.,Yes.,1
460,No.,Yes.,0
461,Yes.,Yes.,1
462,No.,Yes.,0
463,Yes.,No.,0
464,No.,No.,1
465,Yes.,Yes.,1
466,No.,No.,1
467,Yes.,Yes.,1
468,No.,No.,1
469,Yes.,Yes.,1
470,No.,No.,1
471,Yes.,Yes.,1
472,No.,No.,1
473,Yes.,Yes.,1
474,No.,No.,1
475,Yes.,Yes.,1
476,No.,Yes.,0
477,Yes.,No.,0
478,No.,Yes.,0
479,Yes.,No.,0
480,No.,Yes.,0
481,Yes.,No.,0
482,No.,Yes.,0
483,Yes.,Yes.,1
484,No.,No.,1
485,Yes.,Yes.,1
486,No.,Yes.,0
487,Yes.,Yes.,1
488,No.,Yes.,0
489,Yes.,Yes.,1
490,No.,No.,1
491,Yes.,No.,0
492,No.,No.,1
493,Yes.,No.,0
494,No.,Yes.,0
495,Yes.,Yes.,1
496,No.,Yes.,0
497,Yes.,Yes.,1
498,No.,No.,1
499,Yes.,Yes.,1
500,No.,No.,1
501,Yes.,Yes.,1
502,No.,No.,1
503,Yes.,No.,0
504,No.,No.,1
505,Yes.,Yes.,1
506,No.,Yes.,0
507,Yes.,Yes.,1
508,No.,Yes.,0
509,Yes.,No.,0
510,No.,Yes.,0
511,Yes.,Yes.,1
512,No.,Yes.,0
513,Yes.,No.,0
514,No.,No.,1
515,Yes.,Yes.,1
516,No.,No.,1
517,Yes.,No.,0
518,No.,No.,1
519,Yes.,Yes.,1
520,No.,Yes.,0
521,Yes.,Yes.,1
522,No.,No.,1
523,Yes.,No.,0
524,No.,No.,1
525,Yes.,Yes.,1
526,No.,Yes.,0
527,Yes.,Yes.,1
528,No.,Yes.,0
529,Yes.,Yes.,1
530,No.,No.,1
531,Yes.,Yes.,1
532,No.,Yes.,0
533,Yes.,Yes.,1
534,No.,No.,1
535,Yes.,Yes.,1
536,No.,No.,1
537,Yes.,Yes.,1
538,No.,Yes.,0
539,Yes.,Yes.,1
540,No.,No.,1
541,Yes.,No.,0
542,No.,Yes.,0
543,Yes.,Yes.,1
544,No.,No.,1
545,Yes.,No.,0
546,No.,No.,1
547,Yes.,Yes.,1
548,No.,No.,1
549,Yes.,Yes.,1
550,No.,No.,1
551,Yes.,Yes.,1
552,No.,No.,1
553,Yes.,No.,0
554,No.,No.,1
555,Yes.,Yes.,1
556,No.,No.,1
557,Yes.,No.,0
558,No.,Yes.,0
559,Yes.,No.,0
560,No.,No.,1
561,Yes.,Yes.,1
562,No.,No.,1
563,Yes.,No.,0
564,No.,No.,1
565,Yes.,Yes.,1
566,No.,No.,1
567,Yes.,Yes.,1
568,No.,No.,1
569,Yes.,Yes.,1
570,No.,Yes.,0
571,Yes.,Yes.,1
572,No.,No.,1
573,Yes.,Yes.,1
574,No.,Yes.,0
575,Yes.,No.,0
576,No.,Yes.,0
577,Yes.,Yes.,1
578,No.,Yes.,0
579,Yes.,No.,0
580,No.,Yes.,0
581,Yes.,Yes.,1
582,No.,Yes.,0
583,Yes.,Yes.,1
584,No.,Yes.,0
585,Yes.,Yes.,1
586,No.,No.,1
587,Yes.,No.,0
588,No.,No.,1
589,Yes.,Yes.,1
590,No.,No.,1
591,Yes.,Yes.,1
592,No.,No.,1
593,Yes.,Yes.,1
594,No.,No.,1
595,Yes.,No.,0
596,No.,No.,1
597,Yes.,Yes.,1
598,No.,Yes.,0
599,Yes.,Yes.,1
600,No.,Yes.,0
601,Yes.,Yes.,1
602,No.,No.,1
603,Yes.,No.,0
604,No.,Yes.,0
605,Yes.,No.,0
606,No.,No.,1
607,Yes.,No.,0
608,No.,Yes.,0
609,Yes.,Yes.,1
610,No.,Yes.,0
611,Yes.,Yes.,1
612,No.,No.,1
613,Yes.,Yes.,1
614,No.,No.,1
615,Yes.,Yes.,1
616,No.,Yes.,0
617,Yes.,Yes.,1
618,No.,Yes.,0
619,Yes.,Yes.,1
620,No.,No.,1
621,Yes.,Yes.,1
622,No.,No.,1
623,Yes.,Yes.,1
624,No.,Yes.,0
625,Yes.,Yes.,1
626,No.,No.,1
627,Yes.,Yes.,1
628,No.,Yes.,0
629,Yes.,Yes.,1
630,No.,No.,1
631,Yes.,Yes.,1
632,No.,Yes.,0
633,Yes.,Yes.,1
634,No.,No.,1
635,Yes.,Yes.,1
636,No.,Yes.,0
637,Yes.,Yes.,1
638,No.,No.,1
639,Yes.,Yes.,1
640,No.,Yes.,0
641,Yes.,Yes.,1
642,No.,No.,1
643,Yes.,Yes.,1
644,No.,No.,1
645,Yes.,Yes.,1
646,No.,No.,1
647,Yes.,Yes.,1
648,No.,No.,1
649,Yes.,No.,0
650,No.,Yes.,0
651,Yes.,Yes.,1
652,No.,Yes.,0
653,Yes.,Yes.,1
654,No.,No.,1
655,Yes.,Yes.,1
656,No.,Yes.,0
657,Yes.,Yes.,1
658,No.,No.,1
659,Yes.,Yes.,1
660,No.,No.,1
661,Yes.,Yes.,1
662,No.,No.,1
663,Yes.,Yes.,1
664,No.,No.,1
665,Yes.,Yes.,1
666,No.,No.,1
667,Yes.,Yes.,1
668,No.,No.,1
669,Yes.,Yes.,1
670,No.,No.,1
671,Yes.,No.,0
672,No.,Yes.,0
673,Yes.,Yes.,1
674,No.,Yes.,0
675,Yes.,No.,0
676,No.,No.,1
677,Yes.,No.,0
678,No.,No.,1
679,Yes.,No.,0
680,No.,Yes.,0
681,Yes.,Yes.,1
682,No.,No.,1
683,Yes.,Yes.,1
684,No.,No.,1
685,Yes.,Yes.,1
686,No.,Yes.,0
687,Yes.,No.,0
688,No.,No.,1
689,Yes.,Yes.,1
690,No.,No.,1
691,Yes.,Yes.,1
692,No.,No.,1
693,Yes.,No.,0
694,No.,No.,1
695,Yes.,Yes.,1
696,No.,Yes.,0
697,Yes.,Yes.,1
698,No.,Yes.,0
699,Yes.,Yes.,1
700,No.,No.,1
701,Yes.,Yes.,1
702,No.,No.,1
703,Yes.,Yes.,1
704,No.,Yes.,0
705,Yes.,Yes.,1
706,No.,Yes.,0
707,Yes.,Yes.,1
708,No.,Yes.,0
709,Yes.,Yes.,1
710,No.,Yes.,0
711,Yes.,Yes.,1
712,No.,Yes.,0
713,Yes.,Yes.,1
714,No.,No.,1
715,Yes.,No.,0
716,No.,No.,1
717,Yes.,Yes.,1
718,No.,Yes.,0
719,Yes.,Yes.,1
720,No.,No.,1
721,Yes.,No.,0
722,No.,No.,1
723,Yes.,No.,0
724,No.,No.,1
725,Yes.,Yes.,1
726,No.,Yes.,0
727,Yes.,Yes.,1
728,No.,No.,1
729,Yes.,Yes.,1
730,No.,Yes.,0
731,Yes.,Yes.,1
732,No.,No.,1
733,Yes.,Yes.,1
734,No.,Yes.,0
735,Yes.,Yes.,1
736,No.,No.,1
737,Yes.,Yes.,1
738,No.,No.,1
739,Yes.,Yes.,1
740,No.,Yes.,0
741,Yes.,No.,0
742,No.,No.,1
743,Yes.,No.,0
744,No.,Yes.,0
745,Yes.,Yes.,1
746,No.,Yes.,0
747,Yes.,Yes.,1
748,No.,No.,1
749,Yes.,Yes.,1
750,No.,No.,1
751,Yes.,Yes.,1
752,No.,No.,1
753,Yes.,Yes.,1
754,No.,No.,1
755,Yes.,Yes.,1
756,No.,No.,1
757,Yes.,Yes.,1
758,No.,No.,1
759,Yes.,Yes.,1
760,No.,No.,1
761,Yes.,Yes.,1
762,No.,No.,1
763,Yes.,Yes.,1
764,No.,No.,1
765,Yes.,No.,0
766,No.,No.,1
767,Yes.,Yes.,1
768,No.,No.,1
769,Yes.,Yes.,1
770,No.,Yes.,0
771,Yes.,No.,0
772,No.,No.,1
773,Yes.,Yes.,1
774,No.,No.,1
775,Yes.,No.,0
776,No.,No.,1
777,Yes.,No.,0
778,No.,No.,1
779,Yes.,Yes.,1
780,No.,Yes.,0
781,Yes.,Yes.,1
782,No.,No.,1
783,Yes.,Yes.,1
784,No.,No.,1
785,Yes.,No.,0
786,No.,No.,1
787,Yes.,Yes.,1
788,No.,Yes.,0
789,Yes.,Yes.,1
790,No.,No.,1
791,Yes.,Yes.,1
792,No.,No.,1
793,Yes.,Yes.,1
794,No.,Yes.,0
795,Yes.,Yes.,1
796,No.,No.,1
797,Yes.,Yes.,1
798,No.,No.,1
799,Yes.,Yes.,1
800,No.,Yes.,0
801,Yes.,No.,0
802,No.,No.,1
803,Yes.,Yes.,1
804,No.,No.,1
805,Yes.,Yes.,1
806,No.,Yes.,0
807,Yes.,Yes.,1
808,No.,No.,1
809,Yes.,Yes.,1
810,No.,No.,1
811,Yes.,No.,0
812,No.,No.,1
813,Yes.,Yes.,1
814,No.,Yes.,0
815,Yes.,No.,0
816,No.,Yes.,0
817,Yes.,Yes.,1
818,No.,Yes.,0
819,Yes.,Yes.,1
820,No.,No.,1
821,Yes.,Yes.,1
822,No.,Yes.,0
823,Yes.,Yes.,1
824,No.,No.,1
825,Yes.,No.,0
826,No.,No.,1
827,Yes.,Yes.,1
828,No.,Yes.,0
829,Yes.,No.,0
830,No.,No.,1
831,Yes.,Yes.,1
832,No.,No.,1
833,Yes.,No.,0
834,No.,Yes.,0
835,Yes.,Yes.,1
836,No.,Yes.,0
837,Yes.,Yes.,1
838,No.,No.,1
839,Yes.,Yes.,1
840,No.,No.,1
841,Yes.,Yes.,1
842,No.,No.,1
843,Yes.,Yes.,1
844,No.,Yes.,0
845,Yes.,Yes.,1
846,No.,No.,1
847,Yes.,No.,0
848,No.,No.,1
849,Yes.,Yes.,1
850,No.,Yes.,0
851,Yes.,Yes.,1
852,No.,No.,1
853,Yes.,Yes.,1
854,No.,Yes.,0
855,Yes.,Yes.,1
856,No.,Yes.,0
857,Yes.,Yes.,1
858,No.,Yes.,0
859,Yes.,Yes.,1
860,No.,Yes.,0
861,Yes.,Yes.,1
862,No.,No.,1
863,Yes.,Yes.,1
864,No.,No.,1
865,Yes.,Yes.,1
866,No.,No.,1
867,Yes.,Yes.,1
868,No.,Yes.,0
869,Yes.,Yes.,1
870,No.,Yes.,0
871,Yes.,Yes.,1
872,No.,Yes.,0
873,Yes.,Yes.,1
874,No.,No.,1
875,Yes.,Yes.,1
876,No.,Yes.,0
877,Yes.,Yes.,1
878,No.,No.,1
879,Yes.,No.,0
880,No.,Yes.,0
881,Yes.,Yes.,1
882,No.,No.,1
883,Yes.,No.,0
884,No.,No.,1
885,Yes.,Yes.,1
886,No.,No.,1
887,Yes.,Yes.,1
888,No.,Yes.,0
889,Yes.,Yes.,1
890,No.,No.,1
891,Yes.,No.,0
892,No.,No.,1
893,Yes.,Yes.,1
894,No.,Yes.,0
895,Yes.,Yes.,1
896,No.,Yes.,0
897,Yes.,Yes.,1
898,No.,No.,1
899,Yes.,Yes.,1
900,No.,No.,1
901,Yes.,Yes.,1
902,No.,Yes.,0
903,Yes.,Yes.,1
904,No.,Yes.,0
905,Yes.,Yes.,1
906,No.,No.,1
907,Yes.,Yes.,1
908,No.,No.,1
909,Yes.,Yes.,1
910,No.,No.,1
911,Yes.,Yes.,1
912,No.,Yes.,0
913,Yes.,No.,0
914,No.,No.,1
915,Yes.,Yes.,1
916,No.,No.,1
917,Yes.,Yes.,1
918,No.,Yes.,0
919,Yes.,Yes.,1
920,No.,No.,1
921,Yes.,Yes.,1
922,No.,Yes.,0
923,Yes.,No.,0
924,No.,No.,1
925,Yes.,Yes.,1
926,No.,No.,1
927,Yes.,Yes.,1
928,No.,No.,1
929,Yes.,Yes.,1
930,No.,No.,1
931,Yes.,No.,0
932,No.,Yes.,0
933,Yes.,Yes.,1
934,No.,Yes.,0
935,Yes.,Yes.,1
936,No.,No.,1
937,Yes.,Yes.,1
938,No.,Yes.,0
939,Yes.,Yes.,1
940,No.,Yes.,0
941,Yes.,Yes.,1
942,No.,Yes.,0
943,Yes.,Yes.,1
944,No.,Yes.,0
945,Yes.,Yes.,1
946,No.,Yes.,0
947,Yes.,Yes.,1
948,No.,Yes.,0
949,Yes.,Yes.,1
950,No.,No.,1
951,Yes.,No.,0
952,No.,No.,1
953,Yes.,Yes.,1
954,No.,No.,1
955,Yes.,Yes.,1
956,No.,No.,1
957,Yes.,Yes.,1
958,No.,No.,1
959,Yes.,Yes.,1
960,No.,No.,1
961,Yes.,Yes.,1
962,No.,Yes.,0
963,Yes.,Yes.,1
964,No.,No.,1
965,Yes.,Yes.,1
966,No.,Yes.,0
967,Yes.,No.,0
968,No.,No.,1
969,Yes.,Yes.,1
970,No.,No.,1
971,Yes.,Yes.,1
972,No.,Yes.,0
973,Yes.,Yes.,1
974,No.,No.,1
975,Yes.,No.,0
976,No.,Yes.,0
977,Yes.,Yes.,1
978,No.,Yes.,0
979,Yes.,No.,0
980,No.,Yes.,0
981,Yes.,Yes.,1
982,No.,Yes.,0
983,Yes.,No.,0
984,No.,No.,1
985,Yes.,Yes.,1
986,No.,No.,1
987,Yes.,Yes.,1
988,No.,Yes.,0
989,Yes.,Yes.,1
990,No.,Yes.,0
991,Yes.,Yes.,1
992,No.,No.,1
993,Yes.,No.,0
994,No.,No.,1
995,Yes.,Yes.,1
996,No.,No.,1
997,Yes.,Yes.,1
998,No.,No.,1
999,Yes.,Yes.,1
1000,No.,Yes.,0
1001,Yes.,Yes.,1
1002,No.,No.,1
1003,Yes.,No.,0
1004,No.,Yes.,0
1005,Yes.,Yes.,1
1006,No.,No.,1
1007,Yes.,Yes.,1
1008,No.,No.,1
1009,Yes.,No.,0
1010,No.,No.,1
1011,Yes.,Yes.,1
1012,No.,Yes.,0
1013,Yes.,No.,0
1014,No.,No.,1
1015,Yes.,No.,0
1016,No.,No.,1
1017,Yes.,Yes.,1
1018,No.,Yes.,0
1019,Yes.,Yes.,1
1020,No.,No.,1
1021,Yes.,Yes.,1
1022,No.,No.,1
1023,Yes.,Yes.,1
1024,No.,Yes.,0
