ID,Label,Prediction,Result
275,Yes.,No.,0
276,No.,Yes.,0
277,Yes.,No.,0
278,No.,No.,1
279,Yes.,No.,0
280,No.,No.,1
281,Yes.,No.,0
282,No.,Yes.,0
283,Yes.,No.,0
284,No.,No.,1
285,Yes.,No.,0
286,No.,Yes.,0
287,Yes.,No.,0
288,No.,Yes.,0
289,Yes.,Yes.,1
290,No.,Yes.,0
291,Yes.,No.,0
292,No.,Yes.,0
293,Yes.,Yes.,1
294,No.,No.,1
295,Yes.,No.,0
296,No.,Yes.,0
297,Yes.,No.,0
298,No.,Yes.,0
299,Yes.,No.,0
300,No.,No.,1
301,Yes.,Yes.,1
302,No.,No.,1
303,Yes.,Yes.,1
304,No.,No.,1
305,Yes.,No.,0
306,No.,Yes.,0
307,Yes.,No.,0
308,No.,No.,1
309,Yes.,No.,0
310,No.,Yes.,0
311,Yes.,Yes.,1
312,No.,Yes.,0
313,Yes.,No.,0
314,No.,No.,1
315,Yes.,Yes.,1
316,No.,No.,1
317,Yes.,Yes.,1
318,No.,No.,1
319,Yes.,No.,0
320,No.,No.,1
321,Yes.,Yes.,1
322,No.,Yes.,0
323,Yes.,No.,0
324,No.,No.,1
325,Yes.,Yes.,1
326,No.,No.,1
327,Yes.,Yes.,1
328,No.,No.,1
329,Yes.,Yes.,1
330,No.,No.,1
331,Yes.,Yes.,1
332,No.,No.,1
333,Yes.,No.,0
334,No.,Yes.,0
335,Yes.,No.,0
336,No.,No.,1
337,Yes.,Yes.,1
338,No.,No.,1
339,Yes.,No.,0
340,No.,Yes.,0
341,Yes.,No.,0
342,No.,Yes.,0
343,Yes.,No.,0
344,No.,No.,1
345,Yes.,Yes.,1
346,No.,No.,1
347,Yes.,Yes.,1
348,No.,Yes.,0
349,Yes.,No.,0
350,No.,Yes.,0
351,Yes.,Yes.,1
352,No.,No.,1
353,Yes.,Yes.,1
354,No.,No.,1
355,Yes.,No.,0
356,No.,No.,1
357,Yes.,Yes.,1
358,No.,No.,1
359,Yes.,Yes.,1
360,No.,No.,1
361,Yes.,No.,0
362,No.,No.,1
363,Yes.,No.,0
364,No.,Yes.,0
365,Yes.,Yes.,1
366,No.,No.,1
367,Yes.,No.,0
368,No.,No.,1
369,Yes.,No.,0
370,No.,No.,1
371,Yes.,Yes.,1
372,No.,No.,1
373,Yes.,Yes.,1
374,No.,Yes.,0
375,Yes.,No.,0
376,No.,Yes.,0
377,Yes.,Yes.,1
378,No.,No.,1
379,Yes.,No.,0
380,No.,No.,1
381,Yes.,Yes.,1
382,No.,No.,1
383,Yes.,No.,0
384,No.,No.,1
385,Yes.,No.,0
386,No.,Yes.,0
387,Yes.,No.,0
388,No.,No.,1
389,Yes.,No.,0
390,No.,No.,1
391,Yes.,No.,0
392,No.,No.,1
393,Yes.,Yes.,1
394,No.,Yes.,0
395,Yes.,Yes.,1
396,No.,Yes.,0
397,Yes.,No.,0
398,No.,Yes.,0
399,Yes.,No.,0
400,No.,Yes.,0
401,Yes.,Yes.,1
402,No.,Yes.,0
403,Yes.,Yes.,1
404,No.,No.,1
405,Yes.,Yes.,1
406,No.,No.,1
407,Yes.,No.,0
408,No.,No.,1
409,Yes.,Yes.,1
410,No.,No.,1
411,Yes.,Yes.,1
412,No.,No.,1
413,Yes.,No.,0
414,No.,Yes.,0
415,Yes.,No.,0
416,No.,No.,1
417,Yes.,Yes.,1
418,No.,No.,1
419,Yes.,No.,0
420,No.,No.,1
421,Yes.,Yes.,1
422,No.,Yes.,0
423,Yes.,No.,0
424,No.,No.,1
425,Yes.,No.,0
426,No.,No.,1
427,Yes.,Yes.,1
428,No.,Yes.,0
429,Yes.,No.,0
430,No.,No.,1
431,Yes.,Yes.,1
432,No.,Yes.,0
433,Yes.,No.,0
434,No.,No.,1
435,Yes.,No.,0
436,No.,No.,1
437,Yes.,Yes.,1
438,No.,No.,1
439,Yes.,No.,0
440,No.,No.,1
441,Yes.,No.,0
442,No.,No.,1
443,Yes.,No.,0
444,No.,No.,1
445,Yes.,No.,0
446,No.,No.,1
447,Yes.,Yes.,1
448,No.,No.,1
449,Yes.,Yes.,1
450,No.,Yes.,0
451,Yes.,Yes.,1
452,No.,No.,1
453,Yes.,No.,0
454,No.,No.,1
455,Yes.,Yes.,1
456,No.,Yes.,0
457,Yes.,No.,0
458,No.,No.,1
459,Yes.,No.,0
460,No.,Yes.,0
461,Yes.,No.,0
462,No.,No.,1
463,Yes.,No.,0
464,No.,No.,1
465,Yes.,No.,0
466,No.,No.,1
467,Yes.,Yes.,1
468,No.,Yes.,0
469,Yes.,Yes.,1
470,No.,Yes.,0
471,Yes.,No.,0
472,No.,Yes.,0
473,Yes.,Yes.,1
474,No.,No.,1
475,Yes.,No.,0
476,No.,Yes.,0
477,Yes.,No.,0
478,No.,Yes.,0
479,Yes.,Yes.,1
480,No.,Yes.,0
481,Yes.,Yes.,1
482,No.,No.,1
483,Yes.,Yes.,1
484,No.,No.,1
485,Yes.,Yes.,1
486,No.,No.,1
487,Yes.,No.,0
488,No.,No.,1
489,Yes.,No.,0
490,No.,No.,1
491,Yes.,No.,0
492,No.,No.,1
493,Yes.,Yes.,1
494,No.,No.,1
495,Yes.,Yes.,1
496,No.,Yes.,0
497,Yes.,No.,0
498,No.,No.,1
499,Yes.,No.,0
500,No.,Yes.,0
501,Yes.,Yes.,1
502,No.,Yes.,0
503,Yes.,Yes.,1
504,No.,Yes.,0
505,Yes.,Yes.,1
506,No.,Yes.,0
507,Yes.,No.,0
508,No.,No.,1
509,Yes.,Yes.,1
510,No.,No.,1
511,Yes.,No.,0
512,No.,Yes.,0
513,Yes.,Yes.,1
514,No.,No.,1
515,Yes.,Yes.,1
516,No.,No.,1
517,Yes.,Yes.,1
518,No.,Yes.,0
519,Yes.,Yes.,1
520,No.,No.,1
521,Yes.,No.,0
522,No.,No.,1
523,Yes.,Yes.,1
524,No.,Yes.,0
525,Yes.,No.,0
526,No.,No.,1
527,Yes.,Yes.,1
528,No.,No.,1
529,Yes.,No.,0
530,No.,Yes.,0
531,Yes.,Yes.,1
532,No.,Yes.,0
533,Yes.,No.,0
534,No.,No.,1
535,Yes.,No.,0
536,No.,Yes.,0
537,Yes.,No.,0
538,No.,No.,1
539,Yes.,No.,0
540,No.,No.,1
541,Yes.,No.,0
542,No.,Yes.,0
543,Yes.,No.,0
544,No.,Yes.,0
545,Yes.,Yes.,1
546,No.,Yes.,0
547,Yes.,Yes.,1
548,No.,Yes.,0
549,Yes.,Yes.,1
550,No.,No.,1
551,Yes.,No.,0
552,No.,No.,1
553,Yes.,No.,0
554,No.,Yes.,0
555,Yes.,No.,0
556,No.,Yes.,0
557,Yes.,No.,0
558,No.,Yes.,0
559,Yes.,No.,0
560,No.,Yes.,0
561,Yes.,Yes.,1
562,No.,No.,1
563,Yes.,Yes.,1
564,No.,No.,1
565,Yes.,Yes.,1
566,No.,Yes.,0
567,Yes.,Yes.,1
568,No.,No.,1
569,Yes.,Yes.,1
570,No.,No.,1
571,Yes.,Yes.,1
572,No.,No.,1
573,Yes.,No.,0
574,No.,No.,1
575,Yes.,No.,0
576,No.,No.,1
577,Yes.,No.,0
578,No.,No.,1
579,Yes.,Yes.,1
580,No.,Yes.,0
581,Yes.,No.,0
582,No.,Yes.,0
583,Yes.,Yes.,1
584,No.,No.,1
585,Yes.,Yes.,1
586,No.,Yes.,0
587,Yes.,No.,0
588,No.,Yes.,0
589,Yes.,Yes.,1
590,No.,No.,1
591,Yes.,Yes.,1
592,No.,No.,1
593,Yes.,No.,0
594,No.,Yes.,0
595,Yes.,Yes.,1
596,No.,No.,1
597,Yes.,No.,0
598,No.,No.,1
599,Yes.,No.,0
600,No.,No.,1
601,Yes.,Yes.,1
602,No.,No.,1
603,Yes.,Yes.,1
604,No.,Yes.,0
605,Yes.,No.,0
606,No.,No.,1
607,Yes.,No.,0
608,No.,No.,1
609,Yes.,Yes.,1
610,No.,No.,1
611,Yes.,No.,0
612,No.,No.,1
613,Yes.,Yes.,1
614,No.,Yes.,0
615,Yes.,Yes.,1
616,No.,No.,1
617,Yes.,No.,0
618,No.,No.,1
619,Yes.,Yes.,1
620,No.,No.,1
621,Yes.,Yes.,1
622,No.,Yes.,0
623,Yes.,Yes.,1
624,No.,Yes.,0
625,Yes.,Yes.,1
626,No.,No.,1
627,Yes.,No.,0
628,No.,Yes.,0
629,Yes.,Yes.,1
630,No.,Yes.,0
631,Yes.,Yes.,1
632,No.,Yes.,0
633,Yes.,No.,0
634,No.,No.,1
635,Yes.,No.,0
636,No.,No.,1
637,Yes.,Yes.,1
638,No.,Yes.,0
639,Yes.,Yes.,1
640,No.,No.,1
641,Yes.,No.,0
642,No.,Yes.,0
643,Yes.,No.,0
644,No.,Yes.,0
645,Yes.,No.,0
646,No.,No.,1
647,Yes.,No.,0
648,No.,Yes.,0
649,Yes.,No.,0
650,No.,Yes.,0
651,Yes.,Yes.,1
652,No.,Yes.,0
653,Yes.,No.,0
654,No.,No.,1
655,Yes.,Yes.,1
656,No.,No.,1
657,Yes.,No.,0
658,No.,No.,1
659,Yes.,Yes.,1
660,No.,No.,1
661,Yes.,Yes.,1
662,No.,Yes.,0
663,Yes.,Yes.,1
664,No.,No.,1
665,Yes.,No.,0
666,No.,No.,1
667,Yes.,Yes.,1
668,No.,No.,1
669,Yes.,Yes.,1
670,No.,Yes.,0
671,Yes.,Yes.,1
672,No.,No.,1
673,Yes.,Yes.,1
674,No.,No.,1
675,Yes.,Yes.,1
676,No.,No.,1
677,Yes.,No.,0
678,No.,No.,1
679,Yes.,Yes.,1
680,No.,No.,1
681,Yes.,No.,0
682,No.,No.,1
683,Yes.,Yes.,1
684,No.,No.,1
685,Yes.,Yes.,1
686,No.,Yes.,0
687,Yes.,No.,0
688,No.,Yes.,0
689,Yes.,No.,0
690,No.,No.,1
691,Yes.,No.,0
692,No.,No.,1
693,Yes.,Yes.,1
694,No.,Yes.,0
695,Yes.,No.,0
696,No.,Yes.,0
697,Yes.,No.,0
698,No.,No.,1
699,Yes.,Yes.,1
700,No.,Yes.,0
701,Yes.,Yes.,1
702,No.,No.,1
703,Yes.,No.,0
704,No.,Yes.,0
705,Yes.,No.,0
706,No.,No.,1
707,Yes.,No.,0
708,No.,Yes.,0
709,Yes.,No.,0
710,No.,No.,1
711,Yes.,No.,0
712,No.,No.,1
713,Yes.,Yes.,1
714,No.,Yes.,0
715,Yes.,No.,0
716,No.,No.,1
717,Yes.,Yes.,1
718,No.,No.,1
719,Yes.,No.,0
720,No.,No.,1
721,Yes.,No.,0
722,No.,No.,1
723,Yes.,Yes.,1
724,No.,No.,1
725,Yes.,No.,0
726,No.,No.,1
727,Yes.,Yes.,1
728,No.,No.,1
729,Yes.,No.,0
730,No.,No.,1
731,Yes.,Yes.,1
732,No.,Yes.,0
733,Yes.,No.,0
734,No.,Yes.,0
735,Yes.,Yes.,1
736,No.,No.,1
737,Yes.,Yes.,1
738,No.,Yes.,0
739,Yes.,Yes.,1
740,No.,No.,1
741,Yes.,No.,0
742,No.,No.,1
743,Yes.,Yes.,1
744,No.,No.,1
745,Yes.,Yes.,1
746,No.,No.,1
747,Yes.,No.,0
748,No.,No.,1
749,Yes.,Yes.,1
750,No.,Yes.,0
751,Yes.,Yes.,1
752,No.,No.,1
753,Yes.,No.,0
754,No.,Yes.,0
755,Yes.,Yes.,1
756,No.,No.,1
757,Yes.,Yes.,1
758,No.,No.,1
759,Yes.,Yes.,1
760,No.,No.,1
761,Yes.,No.,0
762,No.,No.,1
763,Yes.,No.,0
764,No.,Yes.,0
765,Yes.,No.,0
766,No.,Yes.,0
767,Yes.,Yes.,1
768,No.,No.,1
769,Yes.,No.,0
770,No.,No.,1
771,Yes.,Yes.,1
772,No.,Yes.,0
773,Yes.,No.,0
774,No.,Yes.,0
775,Yes.,No.,0
776,No.,No.,1
777,Yes.,Yes.,1
778,No.,No.,1
779,Yes.,Yes.,1
780,No.,No.,1
781,Yes.,No.,0
782,No.,No.,1
783,Yes.,Yes.,1
784,No.,No.,1
785,Yes.,No.,0
786,No.,No.,1
787,Yes.,Yes.,1
788,No.,No.,1
789,Yes.,Yes.,1
790,No.,Yes.,0
791,Yes.,Yes.,1
792,No.,No.,1
793,Yes.,No.,0
794,No.,No.,1
795,Yes.,Yes.,1
796,No.,No.,1
797,Yes.,No.,0
798,No.,Yes.,0
799,Yes.,Yes.,1
800,No.,No.,1
801,Yes.,No.,0
802,No.,Yes.,0
803,Yes.,Yes.,1
804,No.,No.,1
805,Yes.,Yes.,1
806,No.,No.,1
807,Yes.,No.,0
808,No.,No.,1
809,Yes.,No.,0
810,No.,Yes.,0
811,Yes.,Yes.,1
812,No.,Yes.,0
813,Yes.,No.,0
814,No.,No.,1
815,Yes.,No.,0
816,No.,No.,1
817,Yes.,Yes.,1
818,No.,No.,1
819,Yes.,Yes.,1
820,No.,No.,1
821,Yes.,Yes.,1
822,No.,No.,1
823,Yes.,No.,0
824,No.,Yes.,0
825,Yes.,No.,0
826,No.,Yes.,0
827,Yes.,Yes.,1
828,No.,No.,1
829,Yes.,Yes.,1
830,No.,Yes.,0
831,Yes.,Yes.,1
832,No.,Yes.,0
833,Yes.,Yes.,1
834,No.,No.,1
835,Yes.,Yes.,1
836,No.,Yes.,0
837,Yes.,Yes.,1
838,No.,Yes.,0
839,Yes.,Yes.,1
840,No.,Yes.,0
841,Yes.,Yes.,1
842,No.,No.,1
843,Yes.,Yes.,1
844,No.,Yes.,0
845,Yes.,Yes.,1
846,No.,No.,1
847,Yes.,Yes.,1
848,No.,No.,1
849,Yes.,Yes.,1
850,No.,No.,1
851,Yes.,No.,0
852,No.,No.,1
853,Yes.,Yes.,1
854,No.,No.,1
855,Yes.,Yes.,1
856,No.,Yes.,0
857,Yes.,Yes.,1
858,No.,Yes.,0
859,Yes.,Yes.,1
860,No.,No.,1
861,Yes.,Yes.,1
862,No.,Yes.,0
863,Yes.,Yes.,1
864,No.,No.,1
865,Yes.,No.,0
866,No.,No.,1
867,Yes.,No.,0
868,No.,No.,1
869,Yes.,Yes.,1
870,No.,No.,1
871,Yes.,No.,0
872,No.,Yes.,0
873,Yes.,Yes.,1
874,No.,No.,1
875,Yes.,Yes.,1
876,No.,Yes.,0
877,Yes.,Yes.,1
878,No.,No.,1
879,Yes.,Yes.,1
880,No.,Yes.,0
881,Yes.,No.,0
882,No.,No.,1
883,Yes.,Yes.,1
884,No.,No.,1
885,Yes.,Yes.,1
886,No.,No.,1
887,Yes.,No.,0
888,No.,No.,1
889,Yes.,Yes.,1
890,No.,Yes.,0
891,Yes.,Yes.,1
892,No.,No.,1
893,Yes.,Yes.,1
894,No.,Yes.,0
895,Yes.,Yes.,1
896,No.,No.,1
897,Yes.,Yes.,1
898,No.,No.,1
899,Yes.,Yes.,1
900,No.,Yes.,0
901,Yes.,No.,0
902,No.,No.,1
903,Yes.,No.,0
904,No.,No.,1
905,Yes.,No.,0
906,No.,No.,1
907,Yes.,Yes.,1
908,No.,No.,1
909,Yes.,No.,0
910,No.,No.,1
911,Yes.,No.,0
912,No.,No.,1
913,Yes.,No.,0
914,No.,No.,1
915,Yes.,Yes.,1
916,No.,No.,1
917,Yes.,Yes.,1
918,No.,Yes.,0
919,Yes.,Yes.,1
920,No.,No.,1
921,Yes.,No.,0
922,No.,No.,1
923,Yes.,Yes.,1
924,No.,No.,1
925,Yes.,Yes.,1
926,No.,Yes.,0
927,Yes.,Yes.,1
928,No.,Yes.,0
929,Yes.,Yes.,1
930,No.,No.,1
931,Yes.,No.,0
932,No.,Yes.,0
933,Yes.,No.,0
934,No.,No.,1
935,Yes.,Yes.,1
936,No.,Yes.,0
937,Yes.,No.,0
938,No.,No.,1
939,Yes.,No.,0
940,No.,Yes.,0
941,Yes.,Yes.,1
942,No.,No.,1
943,Yes.,No.,0
944,No.,No.,1
945,Yes.,Yes.,1
946,No.,Yes.,0
947,Yes.,Yes.,1
948,No.,No.,1
949,Yes.,No.,0
950,No.,Yes.,0
951,Yes.,No.,0
952,No.,No.,1
953,Yes.,Yes.,1
954,No.,No.,1
955,Yes.,Yes.,1
956,No.,No.,1
957,Yes.,Yes.,1
958,No.,Yes.,0
959,Yes.,No.,0
960,No.,No.,1
961,Yes.,No.,0
962,No.,No.,1
963,Yes.,No.,0
964,No.,No.,1
965,Yes.,Yes.,1
966,No.,No.,1
967,Yes.,No.,0
968,No.,Yes.,0
969,Yes.,No.,0
970,No.,No.,1
971,Yes.,Yes.,1
972,No.,No.,1
973,Yes.,Yes.,1
974,No.,No.,1
975,Yes.,No.,0
976,No.,Yes.,0
977,Yes.,Yes.,1
978,No.,No.,1
979,Yes.,Yes.,1
980,No.,No.,1
981,Yes.,No.,0
982,No.,No.,1
983,Yes.,No.,0
984,No.,No.,1
985,Yes.,No.,0
986,No.,Yes.,0
987,Yes.,No.,0
988,No.,No.,1
989,Yes.,Yes.,1
990,No.,No.,1
991,Yes.,No.,0
992,No.,Yes.,0
993,Yes.,No.,0
994,No.,No.,1
995,Yes.,Yes.,1
996,No.,No.,1
997,Yes.,No.,0
998,No.,No.,1
999,Yes.,Yes.,1
1000,No.,Yes.,0
1001,Yes.,No.,0
1002,No.,No.,1
1003,Yes.,No.,0
1004,No.,Yes.,0
1005,Yes.,Yes.,1
1006,No.,Yes.,0
1007,Yes.,Yes.,1
1008,No.,No.,1
1009,Yes.,Yes.,1
1010,No.,Yes.,0
1011,Yes.,No.,0
1012,No.,No.,1
1013,Yes.,Yes.,1
1014,No.,No.,1
1015,Yes.,No.,0
1016,No.,No.,1
1017,Yes.,No.,0
1018,No.,No.,1
1019,Yes.,No.,0
1020,No.,No.,1
1021,Yes.,No.,0
1022,No.,Yes.,0
1023,Yes.,No.,0
1024,No.,Yes.,0
