ID,Label,Prediction,Result
91,Yes.,Yes.,1
92,No.,No.,1
93,Yes.,Yes.,1
94,No.,No.,1
95,Yes.,No.,0
96,No.,No.,1
97,Yes.,Yes.,1
98,No.,No.,1
99,Yes.,Yes.,1
100,No.,No.,1
101,Yes.,Yes.,1
102,No.,Yes.,0
103,Yes.,Yes.,1
104,No.,No.,1
105,Yes.,Yes.,1
106,No.,No.,1
107,Yes.,No.,0
108,No.,No.,1
109,Yes.,Yes.,1
110,No.,No.,1
111,Yes.,No.,0
112,No.,Yes.,0
113,Yes.,No.,0
114,No.,No.,1
115,Yes.,No.,0
116,No.,No.,1
117,Yes.,No.,0
118,No.,Yes.,0
119,Yes.,Yes.,1
120,No.,No.,1
121,Yes.,Yes.,1
122,No.,No.,1
123,Yes.,Yes.,1
124,No.,Yes.,0
125,Yes.,Yes.,1
126,No.,No.,1
127,Yes.,No.,0
128,No.,Yes.,0
129,Yes.,Yes.,1
130,No.,No.,1
131,Yes.,No.,0
132,No.,No.,1
133,Yes.,Yes.,1
134,No.,No.,1
135,Yes.,Yes.,1
136,No.,Yes.,0
137,Yes.,No.,0
138,No.,No.,1
139,Yes.,No.,0
140,No.,Yes.,0
141,Yes.,Yes.,1
142,No.,No.,1
143,Yes.,Yes.,1
144,No.,Yes.,0
145,Yes.,Yes.,1
146,No.,Yes.,0
147,Yes.,Yes.,1
148,No.,No.,1
149,Yes.,Yes.,1
150,No.,No.,1
151,Yes.,Yes.,1
152,No.,No.,1
153,Yes.,Yes.,1
154,No.,Yes.,0
155,Yes.,Yes.,1
156,No.,Yes.,0
157,Yes.,Yes.,1
158,No.,No.,1
159,Yes.,Yes.,1
160,No.,Yes.,0
161,Yes.,No.,0
162,No.,No.,1
163,Yes.,Yes.,1
164,No.,Yes.,0
165,Yes.,Yes.,1
166,No.,No.,1
167,Yes.,Yes.,1
168,No.,Yes.,0
169,Yes.,Yes.,1
170,No.,Yes.,0
171,Yes.,Yes.,1
172,No.,Yes.,0
173,Yes.,Yes.,1
174,No.,No.,1
175,Yes.,No.,0
176,No.,Yes.,0
177,Yes.,Yes.,1
178,No.,Yes.,0
179,Yes.,Yes.,1
180,No.,Yes.,0
181,Yes.,Yes.,1
182,No.,Yes.,0
183,Yes.,No.,0
184,No.,Yes.,0
185,Yes.,No.,0
186,No.,No.,1
187,Yes.,Yes.,1
188,No.,No.,1
189,Yes.,Yes.,1
190,No.,No.,1
191,Yes.,Yes.,1
192,No.,Yes.,0
193,Yes.,No.,0
194,No.,No.,1
195,Yes.,No.,0
196,No.,Yes.,0
197,Yes.,Yes.,1
198,No.,Yes.,0
199,Yes.,Yes.,1
200,No.,No.,1
201,Yes.,Yes.,1
202,No.,No.,1
203,Yes.,No.,0
204,No.,No.,1
205,Yes.,Yes.,1
206,No.,No.,1
207,Yes.,Yes.,1
208,No.,No.,1
209,Yes.,Yes.,1
210,No.,No.,1
211,Yes.,No.,0
212,No.,No.,1
213,Yes.,Yes.,1
214,No.,No.,1
215,Yes.,Yes.,1
216,No.,No.,1
217,Yes.,Yes.,1
218,No.,Yes.,0
219,Yes.,Yes.,1
220,No.,Yes.,0
221,Yes.,Yes.,1
222,No.,No.,1
223,Yes.,Yes.,1
224,No.,No.,1
225,Yes.,No.,0
226,No.,Yes.,0
227,Yes.,Yes.,1
228,No.,No.,1
229,Yes.,No.,0
230,No.,Yes.,0
231,Yes.,Yes.,1
232,No.,No.,1
233,Yes.,No.,0
234,No.,No.,1
235,Yes.,No.,0
236,No.,No.,1
237,Yes.,Yes.,1
238,No.,No.,1
239,Yes.,Yes.,1
240,No.,No.,1
241,Yes.,Yes.,1
242,No.,No.,1
243,Yes.,No.,0
244,No.,Yes.,0
245,Yes.,No.,0
246,No.,No.,1
247,Yes.,Yes.,1
248,No.,No.,1
249,Yes.,No.,0
250,No.,Yes.,0
251,Yes.,Yes.,1
252,No.,Yes.,0
253,Yes.,No.,0
254,No.,No.,1
255,Yes.,Yes.,1
256,No.,No.,1
257,Yes.,Yes.,1
258,No.,Yes.,0
259,Yes.,No.,0
260,No.,No.,1
261,Yes.,No.,0
262,No.,No.,1
263,Yes.,Yes.,1
264,No.,Yes.,0
265,Yes.,No.,0
266,No.,No.,1
267,Yes.,Yes.,1
268,No.,No.,1
269,Yes.,Yes.,1
270,No.,No.,1
271,Yes.,No.,0
272,No.,No.,1
273,Yes.,No.,0
274,No.,No.,1
275,Yes.,Yes.,1
276,No.,No.,1
277,Yes.,Yes.,1
278,No.,No.,1
279,Yes.,No.,0
280,No.,Yes.,0
281,Yes.,Yes.,1
282,No.,Yes.,0
283,Yes.,Yes.,1
284,No.,No.,1
285,Yes.,Yes.,1
286,No.,Yes.,0
287,Yes.,No.,0
288,No.,No.,1
289,Yes.,Yes.,1
290,No.,Yes.,0
291,Yes.,Yes.,1
292,No.,No.,1
293,Yes.,Yes.,1
294,No.,No.,1
295,Yes.,Yes.,1
296,No.,Yes.,0
297,Yes.,No.,0
298,No.,Yes.,0
299,Yes.,No.,0
300,No.,No.,1
301,Yes.,Yes.,1
302,No.,No.,1
303,Yes.,Yes.,1
304,No.,Yes.,0
305,Yes.,Yes.,1
306,No.,Yes.,0
307,Yes.,Yes.,1
308,No.,No.,1
309,Yes.,No.,0
310,No.,No.,1
311,Yes.,Yes.,1
312,No.,Yes.,0
313,Yes.,No.,0
314,No.,No.,1
315,Yes.,Yes.,1
316,No.,No.,1
317,Yes.,Yes.,1
318,No.,No.,1
319,Yes.,Yes.,1
320,No.,Yes.,0
321,Yes.,Yes.,1
322,No.,No.,1
323,Yes.,Yes.,1
324,No.,Yes.,0
325,Yes.,Yes.,1
326,No.,No.,1
327,Yes.,Yes.,1
328,No.,Yes.,0
329,Yes.,No.,0
330,No.,Yes.,0
331,Yes.,Yes.,1
332,No.,No.,1
333,Yes.,No.,0
334,No.,Yes.,0
335,Yes.,Yes.,1
336,No.,No.,1
337,Yes.,Yes.,1
338,No.,No.,1
339,Yes.,Yes.,1
340,No.,Yes.,0
341,Yes.,No.,0
342,No.,Yes.,0
343,Yes.,Yes.,1
344,No.,No.,1
345,Yes.,Yes.,1
346,No.,No.,1
347,Yes.,Yes.,1
348,No.,No.,1
349,Yes.,Yes.,1
350,No.,Yes.,0
351,Yes.,No.,0
352,No.,Yes.,0
353,Yes.,Yes.,1
354,No.,Yes.,0
355,Yes.,No.,0
356,No.,Yes.,0
357,Yes.,Yes.,1
358,No.,Yes.,0
359,Yes.,Yes.,1
360,No.,No.,1
361,Yes.,Yes.,1
362,No.,No.,1
363,Yes.,No.,0
364,No.,No.,1
365,Yes.,Yes.,1
366,No.,No.,1
367,Yes.,Yes.,1
368,No.,Yes.,0
369,Yes.,Yes.,1
370,No.,No.,1
371,Yes.,Yes.,1
372,No.,Yes.,0
373,Yes.,Yes.,1
374,No.,Yes.,0
375,Yes.,Yes.,1
376,No.,No.,1
377,Yes.,Yes.,1
378,No.,No.,1
379,Yes.,No.,0
380,No.,Yes.,0
381,Yes.,Yes.,1
382,No.,Yes.,0
383,Yes.,Yes.,1
384,No.,No.,1
385,Yes.,Yes.,1
386,No.,Yes.,0
387,Yes.,No.,0
388,No.,No.,1
389,Yes.,Yes.,1
390,No.,No.,1
391,Yes.,Yes.,1
392,No.,No.,1
393,Yes.,Yes.,1
394,No.,Yes.,0
395,Yes.,Yes.,1
396,No.,Yes.,0
397,Yes.,No.,0
398,No.,No.,1
399,Yes.,Yes.,1
400,No.,No.,1
401,Yes.,No.,0
402,No.,Yes.,0
403,Yes.,Yes.,1
404,No.,No.,1
405,Yes.,Yes.,1
406,No.,Yes.,0
407,Yes.,Yes.,1
408,No.,No.,1
409,Yes.,No.,0
410,No.,Yes.,0
411,Yes.,Yes.,1
412,No.,No.,1
413,Yes.,Yes.,1
414,No.,Yes.,0
415,Yes.,Yes.,1
416,No.,Yes.,0
417,Yes.,Yes.,1
418,No.,Yes.,0
419,Yes.,Yes.,1
420,No.,No.,1
421,Yes.,No.,0
422,No.,No.,1
423,Yes.,Yes.,1
424,No.,No.,1
425,Yes.,Yes.,1
426,No.,Yes.,0
427,Yes.,Yes.,1
428,No.,No.,1
429,Yes.,Yes.,1
430,No.,Yes.,0
431,Yes.,Yes.,1
432,No.,No.,1
433,Yes.,Yes.,1
434,No.,Yes.,0
435,Yes.,No.,0
436,No.,No.,1
437,Yes.,No.,0
438,No.,No.,1
439,Yes.,No.,0
440,No.,Yes.,0
441,Yes.,No.,0
442,No.,No.,1
443,Yes.,Yes.,1
444,No.,No.,1
445,Yes.,Yes.,1
446,No.,No.,1
447,Yes.,No.,0
448,No.,Yes.,0
449,Yes.,Yes.,1
450,No.,Yes.,0
451,Yes.,Yes.,1
452,No.,No.,1
453,Yes.,No.,0
454,No.,No.,1
455,Yes.,Yes.,1
456,No.,Yes.,0
457,Yes.,Yes.,1
458,No.,No.,1
459,Yes.,No.,0
460,No.,Yes.,0
461,Yes.,Yes.,1
462,No.,No.,1
463,Yes.,No.,0
464,No.,No.,1
465,Yes.,No.,0
466,No.,No.,1
467,Yes.,Yes.,1
468,No.,Yes.,0
469,Yes.,Yes.,1
470,No.,No.,1
471,Yes.,No.,0
472,No.,Yes.,0
473,Yes.,Yes.,1
474,No.,No.,1
475,Yes.,Yes.,1
476,No.,No.,1
477,Yes.,No.,0
478,No.,No.,1
479,Yes.,No.,0
480,No.,Yes.,0
481,Yes.,Yes.,1
482,No.,No.,1
483,Yes.,Yes.,1
484,No.,No.,1
485,Yes.,Yes.,1
486,No.,No.,1
487,Yes.,Yes.,1
488,No.,No.,1
489,Yes.,Yes.,1
490,No.,Yes.,0
491,Yes.,Yes.,1
492,No.,No.,1
493,Yes.,Yes.,1
494,No.,No.,1
495,Yes.,Yes.,1
496,No.,Yes.,0
497,Yes.,Yes.,1
498,No.,No.,1
499,Yes.,No.,0
500,No.,No.,1
501,Yes.,No.,0
502,No.,Yes.,0
503,Yes.,No.,0
504,No.,No.,1
505,Yes.,Yes.,1
506,No.,No.,1
507,Yes.,No.,0
508,No.,No.,1
509,Yes.,Yes.,1
510,No.,Yes.,0
511,Yes.,Yes.,1
512,No.,Yes.,0
513,Yes.,No.,0
514,No.,No.,1
515,Yes.,Yes.,1
516,No.,No.,1
517,Yes.,Yes.,1
518,No.,Yes.,0
519,Yes.,Yes.,1
520,No.,No.,1
521,Yes.,No.,0
522,No.,No.,1
523,Yes.,No.,0
524,No.,Yes.,0
525,Yes.,Yes.,1
526,No.,No.,1
527,Yes.,No.,0
528,No.,No.,1
529,Yes.,No.,0
530,No.,Yes.,0
531,Yes.,Yes.,1
532,No.,No.,1
533,Yes.,Yes.,1
534,No.,No.,1
535,Yes.,Yes.,1
536,No.,No.,1
537,Yes.,Yes.,1
538,No.,No.,1
539,Yes.,Yes.,1
540,No.,No.,1
541,Yes.,Yes.,1
542,No.,Yes.,0
543,Yes.,Yes.,1
544,No.,No.,1
545,Yes.,Yes.,1
546,No.,No.,1
547,Yes.,No.,0
548,No.,No.,1
549,Yes.,No.,0
550,No.,No.,1
551,Yes.,Yes.,1
552,No.,Yes.,0
553,Yes.,No.,0
554,No.,No.,1
555,Yes.,Yes.,1
556,No.,No.,1
557,Yes.,No.,0
558,No.,No.,1
559,Yes.,Yes.,1
560,No.,No.,1
561,Yes.,Yes.,1
562,No.,No.,1
563,Yes.,No.,0
564,No.,No.,1
565,Yes.,Yes.,1
566,No.,No.,1
567,Yes.,Yes.,1
568,No.,No.,1
569,Yes.,No.,0
570,No.,Yes.,0
571,Yes.,Yes.,1
572,No.,No.,1
573,Yes.,Yes.,1
574,No.,No.,1
575,Yes.,Yes.,1
576,No.,No.,1
577,Yes.,No.,0
578,No.,No.,1
579,Yes.,Yes.,1
580,No.,Yes.,0
581,Yes.,Yes.,1
582,No.,Yes.,0
583,Yes.,Yes.,1
584,No.,Yes.,0
585,Yes.,Yes.,1
586,No.,Yes.,0
587,Yes.,Yes.,1
588,No.,No.,1
589,Yes.,Yes.,1
590,No.,No.,1
591,Yes.,Yes.,1
592,No.,No.,1
593,Yes.,Yes.,1
594,No.,Yes.,0
595,Yes.,Yes.,1
596,No.,No.,1
597,Yes.,No.,0
598,No.,Yes.,0
599,Yes.,Yes.,1
600,No.,No.,1
601,Yes.,Yes.,1
602,No.,Yes.,0
603,Yes.,Yes.,1
604,No.,Yes.,0
605,Yes.,Yes.,1
606,No.,No.,1
607,Yes.,Yes.,1
608,No.,No.,1
609,Yes.,Yes.,1
610,No.,No.,1
611,Yes.,No.,0
612,No.,No.,1
613,Yes.,Yes.,1
614,No.,No.,1
615,Yes.,Yes.,1
616,No.,No.,1
617,Yes.,Yes.,1
618,No.,No.,1
619,Yes.,No.,0
620,No.,No.,1
621,Yes.,Yes.,1
622,No.,Yes.,0
623,Yes.,Yes.,1
624,No.,No.,1
625,Yes.,Yes.,1
626,No.,No.,1
627,Yes.,Yes.,1
628,No.,No.,1
629,Yes.,Yes.,1
630,No.,No.,1
631,Yes.,Yes.,1
632,No.,Yes.,0
633,Yes.,Yes.,1
634,No.,No.,1
635,Yes.,Yes.,1
636,No.,No.,1
637,Yes.,Yes.,1
638,No.,Yes.,0
639,Yes.,Yes.,1
640,No.,Yes.,0
641,Yes.,Yes.,1
642,No.,No.,1
643,Yes.,No.,0
644,No.,No.,1
645,Yes.,Yes.,1
646,No.,No.,1
647,Yes.,No.,0
648,No.,No.,1
649,Yes.,No.,0
650,No.,Yes.,0
651,Yes.,Yes.,1
652,No.,Yes.,0
653,Yes.,Yes.,1
654,No.,No.,1
655,Yes.,Yes.,1
656,No.,No.,1
657,Yes.,No.,0
658,No.,Yes.,0
659,Yes.,Yes.,1
660,No.,Yes.,0
661,Yes.,Yes.,1
662,No.,Yes.,0
663,Yes.,No.,0
664,No.,No.,1
665,Yes.,Yes.,1
666,No.,No.,1
667,Yes.,Yes.,1
668,No.,No.,1
669,Yes.,Yes.,1
670,No.,Yes.,0
671,Yes.,Yes.,1
672,No.,No.,1
673,Yes.,Yes.,1
674,No.,Yes.,0
675,Yes.,Yes.,1
676,No.,No.,1
677,Yes.,Yes.,1
678,No.,No.,1
679,Yes.,Yes.,1
680,No.,No.,1
681,Yes.,Yes.,1
682,No.,No.,1
683,Yes.,Yes.,1
684,No.,No.,1
685,Yes.,Yes.,1
686,No.,Yes.,0
687,Yes.,No.,0
688,No.,Yes.,0
689,Yes.,No.,0
690,No.,Yes.,0
691,Yes.,Yes.,1
692,No.,No.,1
693,Yes.,Yes.,1
694,No.,Yes.,0
695,Yes.,No.,0
696,No.,Yes.,0
697,Yes.,Yes.,1
698,No.,No.,1
699,Yes.,Yes.,1
700,No.,Yes.,0
701,Yes.,Yes.,1
702,No.,No.,1
703,Yes.,Yes.,1
704,No.,No.,1
705,Yes.,No.,0
706,No.,No.,1
707,Yes.,No.,0
708,No.,No.,1
709,Yes.,No.,0
710,No.,No.,1
711,Yes.,No.,0
712,No.,No.,1
713,Yes.,Yes.,1
714,No.,No.,1
715,Yes.,Yes.,1
716,No.,No.,1
717,Yes.,Yes.,1
718,No.,No.,1
719,Yes.,Yes.,1
720,No.,No.,1
721,Yes.,Yes.,1
722,No.,Yes.,0
723,Yes.,No.,0
724,No.,Yes.,0
725,Yes.,Yes.,1
726,No.,No.,1
727,Yes.,Yes.,1
728,No.,No.,1
729,Yes.,No.,0
730,No.,Yes.,0
731,Yes.,Yes.,1
732,No.,Yes.,0
733,Yes.,Yes.,1
734,No.,No.,1
735,Yes.,Yes.,1
736,No.,No.,1
737,Yes.,Yes.,1
738,No.,Yes.,0
739,Yes.,Yes.,1
740,No.,No.,1
741,Yes.,Yes.,1
742,No.,No.,1
743,Yes.,Yes.,1
744,No.,No.,1
745,Yes.,Yes.,1
746,No.,Yes.,0
747,Yes.,Yes.,1
748,No.,No.,1
749,Yes.,Yes.,1
750,No.,Yes.,0
751,Yes.,Yes.,1
752,No.,Yes.,0
753,Yes.,Yes.,1
754,No.,Yes.,0
755,Yes.,Yes.,1
756,No.,Yes.,0
757,Yes.,Yes.,1
758,No.,Yes.,0
759,Yes.,No.,0
760,No.,No.,1
761,Yes.,Yes.,1
762,No.,No.,1
763,Yes.,No.,0
764,No.,No.,1
765,Yes.,Yes.,1
766,No.,No.,1
767,Yes.,Yes.,1
768,No.,No.,1
769,Yes.,Yes.,1
770,No.,No.,1
771,Yes.,Yes.,1
772,No.,No.,1
773,Yes.,Yes.,1
774,No.,No.,1
775,Yes.,Yes.,1
776,No.,No.,1
777,Yes.,Yes.,1
778,No.,Yes.,0
779,Yes.,Yes.,1
780,No.,No.,1
781,Yes.,Yes.,1
782,No.,No.,1
783,Yes.,Yes.,1
784,No.,Yes.,0
785,Yes.,Yes.,1
786,No.,Yes.,0
787,Yes.,Yes.,1
788,No.,No.,1
789,Yes.,Yes.,1
790,No.,Yes.,0
791,Yes.,Yes.,1
792,No.,No.,1
793,Yes.,Yes.,1
794,No.,No.,1
795,Yes.,Yes.,1
796,No.,Yes.,0
797,Yes.,Yes.,1
798,No.,Yes.,0
799,Yes.,Yes.,1
800,No.,Yes.,0
801,Yes.,Yes.,1
802,No.,Yes.,0
803,Yes.,Yes.,1
804,No.,No.,1
805,Yes.,Yes.,1
806,No.,No.,1
807,Yes.,No.,0
808,No.,No.,1
809,Yes.,Yes.,1
810,No.,No.,1
811,Yes.,Yes.,1
812,No.,Yes.,0
813,Yes.,No.,0
814,No.,Yes.,0
815,Yes.,Yes.,1
816,No.,No.,1
817,Yes.,Yes.,1
818,No.,No.,1
819,Yes.,No.,0
820,No.,Yes.,0
821,Yes.,Yes.,1
822,No.,No.,1
823,Yes.,Yes.,1
824,No.,Yes.,0
825,Yes.,No.,0
826,No.,Yes.,0
827,Yes.,Yes.,1
828,No.,Yes.,0
829,Yes.,Yes.,1
830,No.,No.,1
831,Yes.,Yes.,1
832,No.,Yes.,0
833,Yes.,Yes.,1
834,No.,Yes.,0
835,Yes.,No.,0
836,No.,No.,1
837,Yes.,Yes.,1
838,No.,No.,1
839,Yes.,Yes.,1
840,No.,Yes.,0
841,Yes.,Yes.,1
842,No.,No.,1
843,Yes.,Yes.,1
844,No.,Yes.,0
845,Yes.,Yes.,1
846,No.,No.,1
847,Yes.,Yes.,1
848,No.,No.,1
849,Yes.,Yes.,1
850,No.,No.,1
851,Yes.,No.,0
852,No.,No.,1
853,Yes.,Yes.,1
854,No.,No.,1
855,Yes.,No.,0
856,No.,Yes.,0
857,Yes.,Yes.,1
858,No.,Yes.,0
859,Yes.,Yes.,1
860,No.,No.,1
861,Yes.,Yes.,1
862,No.,Yes.,0
863,Yes.,No.,0
864,No.,No.,1
865,Yes.,Yes.,1
866,No.,No.,1
867,Yes.,Yes.,1
868,No.,No.,1
869,Yes.,Yes.,1
870,No.,No.,1
871,Yes.,Yes.,1
872,No.,No.,1
873,Yes.,Yes.,1
874,No.,No.,1
875,Yes.,Yes.,1
876,No.,No.,1
877,Yes.,Yes.,1
878,No.,No.,1
879,Yes.,Yes.,1
880,No.,Yes.,0
881,Yes.,Yes.,1
882,No.,No.,1
883,Yes.,Yes.,1
884,No.,No.,1
885,Yes.,Yes.,1
886,No.,No.,1
887,Yes.,Yes.,1
888,No.,Yes.,0
889,Yes.,Yes.,1
890,No.,Yes.,0
891,Yes.,Yes.,1
892,No.,No.,1
893,Yes.,Yes.,1
894,No.,Yes.,0
895,Yes.,Yes.,1
896,No.,No.,1
897,Yes.,Yes.,1
898,No.,Yes.,0
899,Yes.,Yes.,1
900,No.,Yes.,0
901,Yes.,No.,0
902,No.,Yes.,0
903,Yes.,No.,0
904,No.,No.,1
905,Yes.,No.,0
906,No.,No.,1
907,Yes.,Yes.,1
908,No.,No.,1
909,Yes.,Yes.,1
910,No.,No.,1
911,Yes.,Yes.,1
912,No.,Yes.,0
913,Yes.,No.,0
914,No.,No.,1
915,Yes.,No.,0
916,No.,No.,1
917,Yes.,Yes.,1
918,No.,Yes.,0
919,Yes.,Yes.,1
920,No.,No.,1
921,Yes.,No.,0
922,No.,No.,1
923,Yes.,Yes.,1
924,No.,No.,1
925,Yes.,Yes.,1
926,No.,No.,1
927,Yes.,Yes.,1
928,No.,No.,1
929,Yes.,Yes.,1
930,No.,No.,1
931,Yes.,Yes.,1
932,No.,Yes.,0
933,Yes.,No.,0
934,No.,No.,1
935,Yes.,Yes.,1
936,No.,No.,1
937,Yes.,Yes.,1
938,No.,No.,1
939,Yes.,Yes.,1
940,No.,No.,1
941,Yes.,Yes.,1
942,No.,No.,1
943,Yes.,Yes.,1
944,No.,Yes.,0
945,Yes.,No.,0
946,No.,No.,1
947,Yes.,Yes.,1
948,No.,No.,1
949,Yes.,Yes.,1
950,No.,No.,1
951,Yes.,No.,0
952,No.,No.,1
953,Yes.,Yes.,1
954,No.,No.,1
955,Yes.,No.,0
956,No.,No.,1
957,Yes.,Yes.,1
958,No.,Yes.,0
959,Yes.,No.,0
960,No.,No.,1
961,Yes.,Yes.,1
962,No.,Yes.,0
963,Yes.,No.,0
964,No.,No.,1
965,Yes.,Yes.,1
966,No.,No.,1
967,Yes.,No.,0
968,No.,Yes.,0
969,Yes.,Yes.,1
970,No.,Yes.,0
971,Yes.,Yes.,1
972,No.,No.,1
973,Yes.,Yes.,1
974,No.,No.,1
975,Yes.,Yes.,1
976,No.,Yes.,0
977,Yes.,Yes.,1
978,No.,No.,1
979,Yes.,Yes.,1
980,No.,No.,1
981,Yes.,Yes.,1
982,No.,No.,1
983,Yes.,No.,0
984,No.,Yes.,0
985,Yes.,No.,0
986,No.,No.,1
987,Yes.,No.,0
988,No.,No.,1
989,Yes.,No.,0
990,No.,Yes.,0
991,Yes.,No.,0
992,No.,Yes.,0
993,Yes.,Yes.,1
994,No.,No.,1
995,Yes.,Yes.,1
996,No.,Yes.,0
997,Yes.,Yes.,1
998,No.,No.,1
999,Yes.,Yes.,1
1000,No.,No.,1
1001,Yes.,Yes.,1
1002,No.,Yes.,0
1003,Yes.,Yes.,1
1004,No.,Yes.,0
1005,Yes.,Yes.,1
1006,No.,Yes.,0
1007,Yes.,No.,0
1008,No.,No.,1
1009,Yes.,Yes.,1
1010,No.,Yes.,0
1011,Yes.,No.,0
1012,No.,No.,1
1013,Yes.,Yes.,1
1014,No.,No.,1
1015,Yes.,Yes.,1
1016,No.,No.,1
1017,Yes.,Yes.,1
1018,No.,No.,1
1019,Yes.,Yes.,1
1020,No.,No.,1
1021,Yes.,Yes.,1
1022,No.,Yes.,0
1023,Yes.,Yes.,1
1024,No.,Yes.,0
