ID,Label,Prediction,Result
162,No.,No.,1
163,No.,No.,1
164,No.,No.,1
165,No.,No.,1
166,No.,No.,1
167,No.,No.,1
168,No.,No.,1
169,No.,No.,1
170,No.,No.,1
171,No.,No.,1
172,No.,No.,1
173,Yes.,No.,0
174,No.,No.,1
175,No.,No.,1
176,No.,No.,1
177,No.,No.,1
178,No.,No.,1
179,No.,No.,1
180,No.,No.,1
181,No.,No.,1
182,No.,No.,1
183,No.,No.,1
184,No.,No.,1
185,No.,No.,1
186,No.,No.,1
187,No.,No.,1
188,No.,No.,1
189,No.,No.,1
190,No.,No.,1
191,No.,No.,1
192,No.,No.,1
193,No.,No.,1
194,No.,No.,1
195,No.,No.,1
196,No.,No.,1
197,No.,No.,1
198,No.,No.,1
199,No.,No.,1
200,No.,No.,1
201,No.,No.,1
202,No.,No.,1
203,No.,No.,1
204,No.,No.,1
205,No.,No.,1
206,No.,No.,1
207,No.,No.,1
208,No.,No.,1
209,No.,No.,1
210,No.,No.,1
211,No.,No.,1
212,No.,No.,1
213,No.,No.,1
214,No.,No.,1
215,No.,No.,1
216,No.,No.,1
217,No.,No.,1
218,No.,No.,1
219,No.,No.,1
220,No.,No.,1
221,No.,No.,1
222,No.,No.,1
223,No.,No.,1
224,No.,No.,1
225,No.,No.,1
226,Yes.,Yes.,1
227,Yes.,Yes.,1
228,Yes.,Yes.,1
229,Yes.,Yes.,1
230,Yes.,Yes.,1
231,Yes.,Yes.,1
232,Yes.,Yes.,1
233,Yes.,Yes.,1
234,No.,Yes.,0
235,Yes.,Yes.,1
236,Yes.,Yes.,1
237,Yes.,Yes.,1
238,Yes.,Yes.,1
239,No.,Yes.,0
240,Yes.,Yes.,1
241,Yes.,Yes.,1
242,Yes.,Yes.,1
243,Yes.,Yes.,1
244,No.,Yes.,0
245,Yes.,Yes.,1
246,Yes.,No.,0
247,Yes.,Yes.,1
248,Yes.,Yes.,1
249,Yes.,Yes.,1
250,Yes.,Yes.,1
251,Yes.,Yes.,1
252,Yes.,Yes.,1
253,No.,No.,1
254,Yes.,No.,0
255,No.,No.,1
256,No.,Yes.,0
257,No.,Yes.,0
258,No.,No.,1
259,No.,No.,1
260,No.,No.,1
261,No.,No.,1
262,No.,No.,1
263,No.,No.,1
264,Yes.,Yes.,1
265,Yes.,No.,0
266,No.,No.,1
267,No.,No.,1
268,Yes.,No.,0
269,Yes.,Yes.,1
270,Yes.,Yes.,1
271,Yes.,Yes.,1
272,Yes.,Yes.,1
273,No.,Yes.,0
274,No.,Yes.,0
275,No.,No.,1
276,Yes.,No.,0
277,No.,No.,1
278,Yes.,Yes.,1
279,No.,Yes.,0
280,Yes.,Yes.,1
281,Yes.,Yes.,1
282,No.,No.,1
283,No.,Yes.,0
284,No.,No.,1
285,No.,No.,1
286,Yes.,No.,0
287,No.,Yes.,0
288,Yes.,No.,0
289,Yes.,Yes.,1
290,No.,No.,1
291,No.,Yes.,0
292,No.,No.,1
293,Yes.,No.,0
294,No.,No.,1
295,Yes.,No.,0
296,No.,No.,1
297,Yes.,No.,0
298,Yes.,No.,0
299,Yes.,No.,0
300,Yes.,No.,0
301,Yes.,No.,0
302,Yes.,Yes.,1
303,Yes.,Yes.,1
304,No.,Yes.,0
305,Yes.,Yes.,1
306,No.,Yes.,0
307,No.,Yes.,0
308,No.,Yes.,0
309,No.,Yes.,0
310,Yes.,Yes.,1
311,Yes.,Yes.,1
312,No.,Yes.,0
313,No.,Yes.,0
314,Yes.,No.,0
315,No.,No.,1
316,Yes.,No.,0
317,Yes.,No.,0
318,No.,Yes.,0
319,No.,No.,1
320,No.,Yes.,0
321,No.,No.,1
322,Yes.,No.,0
323,No.,No.,1
324,Yes.,No.,0
325,No.,No.,1
326,No.,No.,1
327,Yes.,No.,0
328,Yes.,Yes.,1
329,No.,No.,1
330,No.,No.,1
331,Yes.,Yes.,1
332,No.,No.,1
333,No.,No.,1
334,No.,No.,1
335,No.,No.,1
336,Yes.,No.,0
337,Yes.,No.,0
338,No.,No.,1
339,No.,No.,1
340,No.,No.,1
341,No.,No.,1
342,Yes.,Yes.,1
343,No.,No.,1
344,Yes.,No.,0
345,No.,No.,1
346,No.,No.,1
347,No.,No.,1
348,Yes.,No.,0
349,No.,No.,1
350,No.,No.,1
351,No.,No.,1
352,No.,No.,1
353,No.,No.,1
354,No.,No.,1
355,No.,No.,1
356,Yes.,No.,0
357,Yes.,No.,0
358,Yes.,No.,0
359,Yes.,No.,0
360,Yes.,Yes.,1
361,Yes.,Yes.,1
362,Yes.,Yes.,1
363,Yes.,Yes.,1
364,Yes.,No.,0
365,Yes.,No.,0
366,Yes.,Yes.,1
367,Yes.,Yes.,1
368,Yes.,Yes.,1
369,Yes.,Yes.,1
370,No.,Yes.,0
371,Yes.,Yes.,1
372,Yes.,Yes.,1
373,No.,Yes.,0
374,No.,Yes.,0
375,Yes.,Yes.,1
376,Yes.,Yes.,1
377,No.,Yes.,0
378,Yes.,Yes.,1
379,Yes.,Yes.,1
380,Yes.,Yes.,1
381,No.,Yes.,0
382,Yes.,Yes.,1
383,No.,Yes.,0
384,No.,Yes.,0
385,Yes.,Yes.,1
386,Yes.,Yes.,1
387,Yes.,Yes.,1
388,No.,Yes.,0
389,Yes.,Yes.,1
390,No.,Yes.,0
391,No.,Yes.,0
392,Yes.,Yes.,1
393,Yes.,No.,0
394,Yes.,Yes.,1
395,Yes.,Yes.,1
396,Yes.,Yes.,1
397,Yes.,Yes.,1
398,No.,Yes.,0
399,No.,Yes.,0
400,Yes.,No.,0
401,Yes.,Yes.,1
402,Yes.,Yes.,1
403,Yes.,Yes.,1
404,Yes.,Yes.,1
405,No.,Yes.,0
406,No.,Yes.,0
407,No.,Yes.,0
408,No.,Yes.,0
409,No.,Yes.,0
410,Yes.,Yes.,1
411,No.,Yes.,0
412,No.,No.,1
413,No.,No.,1
414,No.,No.,1
415,Yes.,No.,0
416,Yes.,No.,0
417,Yes.,No.,0
418,No.,Yes.,0
419,No.,No.,1
420,Yes.,Yes.,1
421,Yes.,Yes.,1
422,Yes.,Yes.,1
423,No.,Yes.,0
424,No.,No.,1
425,No.,No.,1
426,No.,Yes.,0
427,Yes.,No.,0
428,No.,Yes.,0
429,Yes.,Yes.,1
430,No.,Yes.,0
431,Yes.,Yes.,1
432,No.,Yes.,0
433,No.,No.,1
434,No.,No.,1
435,No.,No.,1
436,Yes.,Yes.,1
437,Yes.,Yes.,1
438,Yes.,No.,0
439,Yes.,Yes.,1
440,Yes.,Yes.,1
441,Yes.,No.,0
442,No.,Yes.,0
443,No.,Yes.,0
444,Yes.,Yes.,1
445,No.,No.,1
446,Yes.,Yes.,1
447,No.,No.,1
448,No.,No.,1
449,Yes.,Yes.,1
450,Yes.,Yes.,1
451,Yes.,Yes.,1
452,Yes.,Yes.,1
453,Yes.,Yes.,1
454,Yes.,Yes.,1
455,Yes.,Yes.,1
456,No.,Yes.,0
457,Yes.,Yes.,1
458,Yes.,No.,0
459,Yes.,Yes.,1
460,No.,No.,1
461,No.,No.,1
462,No.,Yes.,0
463,No.,Yes.,0
464,Yes.,Yes.,1
465,No.,No.,1
466,Yes.,Yes.,1
467,No.,Yes.,0
468,Yes.,Yes.,1
469,Yes.,Yes.,1
470,No.,No.,1
471,No.,Yes.,0
472,No.,Yes.,0
473,No.,No.,1
474,No.,No.,1
475,No.,No.,1
476,No.,No.,1
477,Yes.,No.,0
478,No.,No.,1
479,No.,No.,1
480,No.,No.,1
481,No.,No.,1
482,Yes.,Yes.,1
483,No.,Yes.,0
484,No.,No.,1
485,Yes.,No.,0
486,Yes.,Yes.,1
487,Yes.,Yes.,1
488,No.,No.,1
489,No.,No.,1
490,No.,No.,1
491,Yes.,No.,0
492,No.,No.,1
493,No.,No.,1
494,Yes.,No.,0
495,Yes.,No.,0
496,Yes.,No.,0
497,Yes.,Yes.,1
498,Yes.,Yes.,1
499,Yes.,Yes.,1
500,Yes.,Yes.,1
501,Yes.,Yes.,1
502,Yes.,Yes.,1
503,Yes.,Yes.,1
504,Yes.,Yes.,1
505,Yes.,Yes.,1
506,Yes.,Yes.,1
507,Yes.,Yes.,1
508,Yes.,Yes.,1
509,Yes.,Yes.,1
510,Yes.,Yes.,1
511,Yes.,Yes.,1
512,Yes.,Yes.,1
513,Yes.,Yes.,1
514,Yes.,Yes.,1
515,Yes.,Yes.,1
516,Yes.,Yes.,1
517,Yes.,Yes.,1
518,Yes.,Yes.,1
519,Yes.,Yes.,1
520,Yes.,Yes.,1
521,No.,Yes.,0
522,No.,Yes.,0
523,Yes.,Yes.,1
524,Yes.,Yes.,1
525,Yes.,Yes.,1
526,Yes.,Yes.,1
527,Yes.,Yes.,1
528,Yes.,Yes.,1
529,Yes.,Yes.,1
530,Yes.,Yes.,1
531,Yes.,Yes.,1
532,Yes.,Yes.,1
533,Yes.,Yes.,1
534,Yes.,Yes.,1
535,Yes.,Yes.,1
536,Yes.,Yes.,1
537,Yes.,Yes.,1
538,Yes.,Yes.,1
539,No.,Yes.,0
540,Yes.,Yes.,1
541,Yes.,Yes.,1
542,Yes.,Yes.,1
543,Yes.,Yes.,1
544,Yes.,Yes.,1
545,Yes.,Yes.,1
546,Yes.,Yes.,1
547,Yes.,Yes.,1
548,Yes.,Yes.,1
549,Yes.,Yes.,1
550,Yes.,Yes.,1
551,No.,No.,1
552,Yes.,Yes.,1
553,No.,Yes.,0
554,Yes.,Yes.,1
555,Yes.,Yes.,1
556,Yes.,Yes.,1
557,Yes.,Yes.,1
558,Yes.,Yes.,1
559,Yes.,Yes.,1
560,Yes.,Yes.,1
561,No.,No.,1
562,Yes.,Yes.,1
563,Yes.,Yes.,1
564,Yes.,Yes.,1
565,Yes.,Yes.,1
566,Yes.,Yes.,1
567,Yes.,Yes.,1
568,Yes.,Yes.,1
569,No.,No.,1
570,No.,Yes.,0
571,Yes.,Yes.,1
572,No.,Yes.,0
573,No.,No.,1
574,Yes.,Yes.,1
575,No.,No.,1
576,No.,Yes.,0
577,Yes.,Yes.,1
578,Yes.,No.,0
579,Yes.,Yes.,1
580,No.,Yes.,0
581,Yes.,Yes.,1
582,No.,Yes.,0
583,Yes.,Yes.,1
584,No.,No.,1
585,No.,No.,1
586,No.,No.,1
587,No.,No.,1
588,No.,No.,1
589,No.,No.,1
590,No.,No.,1
591,No.,No.,1
592,Yes.,Yes.,1
593,Yes.,Yes.,1
594,No.,Yes.,0
595,No.,Yes.,0
596,Yes.,No.,0
597,Yes.,Yes.,1
598,Yes.,Yes.,1
599,Yes.,No.,0
600,Yes.,Yes.,1
601,No.,No.,1
602,No.,Yes.,0
603,No.,No.,1
604,Yes.,No.,0
605,No.,No.,1
606,No.,No.,1
607,Yes.,No.,0
608,No.,Yes.,0
609,Yes.,No.,0
610,Yes.,Yes.,1
611,No.,No.,1
612,No.,Yes.,0
613,Yes.,No.,0
614,Yes.,No.,0
615,No.,Yes.,0
616,No.,No.,1
617,No.,No.,1
618,No.,No.,1
619,Yes.,Yes.,1
620,No.,Yes.,0
621,Yes.,Yes.,1
622,No.,No.,1
623,Yes.,Yes.,1
624,Yes.,No.,0
625,Yes.,Yes.,1
626,Yes.,Yes.,1
627,Yes.,Yes.,1
628,Yes.,Yes.,1
629,Yes.,Yes.,1
630,Yes.,Yes.,1
631,No.,Yes.,0
632,Yes.,Yes.,1
633,Yes.,Yes.,1
634,Yes.,Yes.,1
635,No.,Yes.,0
636,No.,Yes.,0
637,Yes.,Yes.,1
638,No.,Yes.,0
639,Yes.,Yes.,1
640,Yes.,Yes.,1
641,Yes.,Yes.,1
642,Yes.,Yes.,1
643,Yes.,Yes.,1
644,No.,Yes.,0
645,Yes.,Yes.,1
646,Yes.,Yes.,1
647,No.,Yes.,0
648,Yes.,No.,0
649,Yes.,Yes.,1
650,Yes.,Yes.,1
651,Yes.,Yes.,1
652,Yes.,Yes.,1
653,Yes.,Yes.,1
654,Yes.,Yes.,1
655,No.,Yes.,0
656,Yes.,Yes.,1
657,Yes.,Yes.,1
658,No.,Yes.,0
659,Yes.,Yes.,1
660,Yes.,Yes.,1
661,No.,No.,1
662,Yes.,Yes.,1
663,No.,Yes.,0
664,Yes.,Yes.,1
665,Yes.,Yes.,1
666,No.,No.,1
667,Yes.,Yes.,1
668,Yes.,Yes.,1
669,Yes.,No.,0
670,Yes.,Yes.,1
671,No.,Yes.,0
672,Yes.,Yes.,1
673,Yes.,Yes.,1
674,No.,Yes.,0
675,Yes.,Yes.,1
676,Yes.,Yes.,1
677,No.,No.,1
678,Yes.,Yes.,1
679,Yes.,No.,0
680,Yes.,Yes.,1
681,Yes.,Yes.,1
682,No.,Yes.,0
683,No.,No.,1
684,Yes.,Yes.,1
685,No.,No.,1
686,No.,Yes.,0
687,Yes.,Yes.,1
688,No.,Yes.,0
689,Yes.,Yes.,1
690,Yes.,No.,0
691,Yes.,No.,0
692,No.,No.,1
693,Yes.,Yes.,1
694,Yes.,Yes.,1
695,Yes.,Yes.,1
696,No.,No.,1
697,Yes.,Yes.,1
698,No.,Yes.,0
699,Yes.,Yes.,1
700,No.,Yes.,0
701,Yes.,No.,0
702,Yes.,Yes.,1
703,Yes.,No.,0
704,Yes.,Yes.,1
705,Yes.,Yes.,1
706,Yes.,Yes.,1
707,Yes.,Yes.,1
708,No.,Yes.,0
709,Yes.,Yes.,1
710,No.,No.,1
711,No.,No.,1
712,No.,No.,1
713,No.,Yes.,0
714,No.,Yes.,0
715,No.,No.,1
716,No.,No.,1
717,No.,No.,1
718,Yes.,No.,0
719,No.,No.,1
720,Yes.,No.,0
721,No.,No.,1
722,Yes.,No.,0
723,Yes.,No.,0
724,No.,Yes.,0
725,No.,No.,1
726,No.,Yes.,0
727,No.,No.,1
728,No.,No.,1
729,No.,No.,1
730,Yes.,No.,0
731,No.,No.,1
732,No.,No.,1
733,Yes.,No.,0
734,No.,No.,1
735,No.,No.,1
736,No.,No.,1
737,No.,No.,1
738,Yes.,Yes.,1
739,No.,No.,1
740,Yes.,Yes.,1
741,Yes.,No.,0
742,No.,No.,1
743,No.,No.,1
744,No.,No.,1
745,No.,No.,1
746,No.,No.,1
747,No.,No.,1
748,No.,Yes.,0
749,Yes.,No.,0
750,Yes.,No.,0
751,Yes.,Yes.,1
752,Yes.,Yes.,1
753,Yes.,Yes.,1
754,Yes.,Yes.,1
755,Yes.,Yes.,1
756,Yes.,Yes.,1
757,Yes.,Yes.,1
758,Yes.,Yes.,1
759,Yes.,Yes.,1
760,No.,Yes.,0
761,Yes.,Yes.,1
762,Yes.,Yes.,1
763,Yes.,Yes.,1
764,Yes.,Yes.,1
765,Yes.,Yes.,1
766,Yes.,Yes.,1
767,Yes.,Yes.,1
768,Yes.,No.,0
769,Yes.,Yes.,1
770,Yes.,Yes.,1
771,Yes.,Yes.,1
772,Yes.,Yes.,1
773,Yes.,Yes.,1
774,Yes.,No.,0
775,Yes.,Yes.,1
776,Yes.,Yes.,1
777,Yes.,Yes.,1
778,Yes.,Yes.,1
779,Yes.,Yes.,1
780,No.,Yes.,0
781,No.,No.,1
782,Yes.,Yes.,1
783,No.,Yes.,0
784,Yes.,Yes.,1
785,No.,Yes.,0
786,No.,No.,1
787,No.,No.,1
788,Yes.,Yes.,1
789,No.,No.,1
790,Yes.,Yes.,1
791,Yes.,Yes.,1
792,No.,No.,1
793,No.,Yes.,0
794,No.,No.,1
795,No.,No.,1
796,Yes.,Yes.,1
797,No.,No.,1
798,No.,No.,1
799,No.,No.,1
800,Yes.,No.,0
801,No.,No.,1
802,No.,No.,1
803,Yes.,No.,0
804,No.,No.,1
805,No.,No.,1
806,No.,No.,1
807,Yes.,No.,0
808,Yes.,Yes.,1
809,Yes.,Yes.,1
810,No.,No.,1
811,Yes.,Yes.,1
812,Yes.,Yes.,1
813,Yes.,Yes.,1
814,Yes.,Yes.,1
815,Yes.,Yes.,1
816,Yes.,No.,0
817,Yes.,Yes.,1
818,Yes.,Yes.,1
819,Yes.,Yes.,1
820,Yes.,Yes.,1
821,Yes.,Yes.,1
822,Yes.,Yes.,1
823,No.,Yes.,0
824,Yes.,Yes.,1
825,Yes.,Yes.,1
826,Yes.,Yes.,1
827,Yes.,Yes.,1
828,Yes.,Yes.,1
829,Yes.,Yes.,1
830,Yes.,Yes.,1
831,Yes.,Yes.,1
832,Yes.,Yes.,1
833,Yes.,Yes.,1
834,No.,Yes.,0
835,Yes.,Yes.,1
836,Yes.,Yes.,1
837,No.,Yes.,0
838,Yes.,Yes.,1
839,No.,No.,1
840,Yes.,Yes.,1
841,Yes.,No.,0
842,Yes.,Yes.,1
843,Yes.,Yes.,1
844,Yes.,Yes.,1
845,Yes.,Yes.,1
846,Yes.,Yes.,1
847,Yes.,Yes.,1
848,No.,No.,1
849,Yes.,Yes.,1
850,Yes.,Yes.,1
851,Yes.,Yes.,1
852,Yes.,Yes.,1
853,No.,Yes.,0
854,No.,No.,1
855,No.,No.,1
856,Yes.,Yes.,1
857,Yes.,Yes.,1
858,Yes.,Yes.,1
859,No.,Yes.,0
860,Yes.,Yes.,1
861,Yes.,Yes.,1
862,Yes.,No.,0
863,Yes.,No.,0
864,No.,Yes.,0
865,Yes.,Yes.,1
866,No.,Yes.,0
867,Yes.,Yes.,1
868,Yes.,No.,0
869,Yes.,No.,0
870,Yes.,Yes.,1
871,Yes.,Yes.,1
872,Yes.,Yes.,1
873,No.,Yes.,0
874,Yes.,Yes.,1
875,Yes.,Yes.,1
876,Yes.,Yes.,1
877,No.,No.,1
878,Yes.,No.,0
879,No.,Yes.,0
880,Yes.,Yes.,1
881,Yes.,Yes.,1
882,No.,Yes.,0
883,No.,No.,1
884,Yes.,No.,0
885,No.,Yes.,0
886,No.,No.,1
887,No.,Yes.,0
888,No.,No.,1
889,Yes.,No.,0
890,Yes.,Yes.,1
891,No.,Yes.,0
892,Yes.,No.,0
893,No.,No.,1
894,No.,No.,1
895,No.,No.,1
896,Yes.,No.,0
897,Yes.,No.,0
898,No.,No.,1
899,Yes.,Yes.,1
900,Yes.,No.,0
901,No.,No.,1
902,No.,No.,1
903,Yes.,No.,0
904,No.,No.,1
905,No.,No.,1
906,No.,No.,1
907,Yes.,Yes.,1
908,No.,No.,1
909,No.,No.,1
910,Yes.,Yes.,1
911,Yes.,Yes.,1
912,Yes.,Yes.,1
913,Yes.,Yes.,1
914,Yes.,Yes.,1
915,Yes.,Yes.,1
916,Yes.,Yes.,1
917,Yes.,Yes.,1
918,Yes.,Yes.,1
919,Yes.,No.,0
920,No.,No.,1
921,No.,No.,1
922,No.,No.,1
923,No.,No.,1
924,No.,No.,1
925,No.,No.,1
926,No.,No.,1
927,No.,No.,1
928,Yes.,No.,0
929,No.,No.,1
930,No.,No.,1
931,No.,No.,1
932,No.,No.,1
933,No.,No.,1
934,Yes.,No.,0
935,No.,No.,1
936,No.,No.,1
937,No.,No.,1
938,No.,No.,1
939,No.,No.,1
940,No.,No.,1
941,No.,No.,1
942,Yes.,No.,0
943,Yes.,No.,0
944,Yes.,No.,0
945,Yes.,Yes.,1
946,Yes.,Yes.,1
947,Yes.,Yes.,1
948,Yes.,Yes.,1
949,Yes.,Yes.,1
950,Yes.,Yes.,1
951,Yes.,No.,0
952,No.,Yes.,0
953,Yes.,Yes.,1
954,Yes.,Yes.,1
955,No.,Yes.,0
956,Yes.,Yes.,1
957,Yes.,Yes.,1
958,Yes.,Yes.,1
959,No.,Yes.,0
960,No.,Yes.,0
961,No.,No.,1
962,Yes.,Yes.,1
963,Yes.,Yes.,1
964,No.,Yes.,0
965,Yes.,No.,0
966,No.,Yes.,0
967,No.,Yes.,0
968,No.,Yes.,0
969,No.,No.,1
970,No.,No.,1
971,No.,Yes.,0
972,No.,No.,1
973,No.,Yes.,0
974,No.,Yes.,0
975,Yes.,No.,0
976,No.,Yes.,0
977,Yes.,Yes.,1
978,No.,Yes.,0
979,No.,No.,1
980,No.,No.,1
981,No.,No.,1
982,No.,No.,1
983,No.,No.,1
984,Yes.,No.,0
985,Yes.,Yes.,1
986,No.,No.,1
987,No.,No.,1
988,No.,No.,1
989,Yes.,Yes.,1
990,Yes.,Yes.,1
991,Yes.,No.,0
992,No.,Yes.,0
993,Yes.,Yes.,1
994,Yes.,No.,0
995,No.,Yes.,0
996,No.,Yes.,0
997,Yes.,Yes.,1
998,Yes.,Yes.,1
999,Yes.,No.,0
1000,Yes.,Yes.,1
