ID,Label,Prediction,Result
274,No.,No.,1
275,Yes.,Yes.,1
276,No.,Yes.,0
277,Yes.,No.,0
278,No.,No.,1
279,Yes.,No.,0
280,No.,Yes.,0
281,Yes.,No.,0
282,No.,Yes.,0
283,Yes.,Yes.,1
284,No.,No.,1
285,Yes.,No.,0
286,No.,Yes.,0
287,Yes.,No.,0
288,No.,No.,1
289,Yes.,No.,0
290,No.,No.,1
291,Yes.,No.,0
292,No.,No.,1
293,Yes.,No.,0
294,No.,No.,1
295,Yes.,Yes.,1
296,No.,No.,1
297,Yes.,No.,0
298,No.,No.,1
299,Yes.,No.,0
300,No.,Yes.,0
301,Yes.,Yes.,1
302,No.,No.,1
303,Yes.,No.,0
304,No.,No.,1
305,Yes.,No.,0
306,No.,No.,1
307,Yes.,No.,0
308,No.,Yes.,0
309,Yes.,Yes.,1
310,No.,Yes.,0
311,Yes.,Yes.,1
312,No.,No.,1
313,Yes.,Yes.,1
314,No.,No.,1
315,Yes.,No.,0
316,No.,No.,1
317,Yes.,Yes.,1
318,No.,Yes.,0
319,Yes.,Yes.,1
320,No.,Yes.,0
321,Yes.,Yes.,1
322,No.,No.,1
323,Yes.,No.,0
324,No.,No.,1
325,Yes.,Yes.,1
326,No.,No.,1
327,Yes.,No.,0
328,No.,No.,1
329,Yes.,Yes.,1
330,No.,No.,1
331,Yes.,No.,0
332,No.,No.,1
333,Yes.,Yes.,1
334,No.,No.,1
335,Yes.,No.,0
336,No.,Yes.,0
337,Yes.,Yes.,1
338,No.,No.,1
339,Yes.,No.,0
340,No.,Yes.,0
341,Yes.,Yes.,1
342,No.,Yes.,0
343,Yes.,No.,0
344,No.,No.,1
345,Yes.,Yes.,1
346,No.,No.,1
347,Yes.,No.,0
348,No.,No.,1
349,Yes.,Yes.,1
350,No.,Yes.,0
351,Yes.,Yes.,1
352,No.,No.,1
353,Yes.,Yes.,1
354,No.,No.,1
355,Yes.,No.,0
356,No.,No.,1
357,Yes.,Yes.,1
358,No.,No.,1
359,Yes.,Yes.,1
360,No.,No.,1
361,Yes.,No.,0
362,No.,No.,1
363,Yes.,No.,0
364,No.,Yes.,0
365,Yes.,Yes.,1
366,No.,Yes.,0
367,Yes.,Yes.,1
368,No.,No.,1
369,Yes.,No.,0
370,No.,Yes.,0
371,Yes.,Yes.,1
372,No.,No.,1
373,Yes.,Yes.,1
374,No.,No.,1
375,Yes.,Yes.,1
376,No.,No.,1
377,Yes.,Yes.,1
378,No.,No.,1
379,Yes.,Yes.,1
380,No.,Yes.,0
381,Yes.,Yes.,1
382,No.,No.,1
383,Yes.,No.,0
384,No.,No.,1
385,Yes.,Yes.,1
386,No.,No.,1
387,Yes.,Yes.,1
388,No.,No.,1
389,Yes.,No.,0
390,No.,No.,1
391,Yes.,No.,0
392,No.,No.,1
393,Yes.,Yes.,1
394,No.,No.,1
395,Yes.,No.,0
396,No.,No.,1
397,Yes.,Yes.,1
398,No.,No.,1
399,Yes.,Yes.,1
400,No.,Yes.,0
401,Yes.,No.,0
402,No.,Yes.,0
403,Yes.,Yes.,1
404,No.,No.,1
405,Yes.,Yes.,1
406,No.,Yes.,0
407,Yes.,Yes.,1
408,No.,No.,1
409,Yes.,Yes.,1
410,No.,Yes.,0
411,Yes.,No.,0
412,No.,Yes.,0
413,Yes.,Yes.,1
414,No.,Yes.,0
415,Yes.,Yes.,1
416,No.,No.,1
417,Yes.,No.,0
418,No.,No.,1
419,Yes.,Yes.,1
420,No.,Yes.,0
421,Yes.,Yes.,1
422,No.,No.,1
423,Yes.,Yes.,1
424,No.,No.,1
425,Yes.,Yes.,1
426,No.,No.,1
427,Yes.,Yes.,1
428,No.,No.,1
429,Yes.,Yes.,1
430,No.,Yes.,0
431,Yes.,Yes.,1
432,No.,No.,1
433,Yes.,No.,0
434,No.,No.,1
435,Yes.,Yes.,1
436,No.,No.,1
437,Yes.,Yes.,1
438,No.,Yes.,0
439,Yes.,No.,0
440,No.,Yes.,0
441,Yes.,No.,0
442,No.,No.,1
443,Yes.,No.,0
444,No.,No.,1
445,Yes.,Yes.,1
446,No.,No.,1
447,Yes.,No.,0
448,No.,No.,1
449,Yes.,Yes.,1
450,No.,Yes.,0
451,Yes.,Yes.,1
452,No.,No.,1
453,Yes.,No.,0
454,No.,No.,1
455,Yes.,No.,0
456,No.,No.,1
457,Yes.,No.,0
458,No.,No.,1
459,Yes.,No.,0
460,No.,Yes.,0
461,Yes.,Yes.,1
462,No.,No.,1
463,Yes.,No.,0
464,No.,No.,1
465,Yes.,No.,0
466,No.,No.,1
467,Yes.,Yes.,1
468,No.,No.,1
469,Yes.,Yes.,1
470,No.,Yes.,0
471,Yes.,Yes.,1
472,No.,No.,1
473,Yes.,Yes.,1
474,No.,No.,1
475,Yes.,Yes.,1
476,No.,No.,1
477,Yes.,No.,0
478,No.,No.,1
479,Yes.,No.,0
480,No.,No.,1
481,Yes.,Yes.,1
482,No.,No.,1
483,Yes.,No.,0
484,No.,Yes.,0
485,Yes.,No.,0
486,No.,No.,1
487,Yes.,No.,0
488,No.,No.,1
489,Yes.,Yes.,1
490,No.,Yes.,0
491,Yes.,No.,0
492,No.,Yes.,0
493,Yes.,No.,0
494,No.,Yes.,0
495,Yes.,Yes.,1
496,No.,No.,1
497,Yes.,No.,0
498,No.,No.,1
499,Yes.,Yes.,1
500,No.,Yes.,0
501,Yes.,Yes.,1
502,No.,No.,1
503,Yes.,Yes.,1
504,No.,Yes.,0
505,Yes.,No.,0
506,No.,No.,1
507,Yes.,No.,0
508,No.,Yes.,0
509,Yes.,Yes.,1
510,No.,No.,1
511,Yes.,Yes.,1
512,No.,No.,1
513,Yes.,Yes.,1
514,No.,No.,1
515,Yes.,Yes.,1
516,No.,Yes.,0
517,Yes.,No.,0
518,No.,No.,1
519,Yes.,No.,0
520,No.,No.,1
521,Yes.,No.,0
522,No.,No.,1
523,Yes.,Yes.,1
524,No.,Yes.,0
525,Yes.,Yes.,1
526,No.,Yes.,0
527,Yes.,No.,0
528,No.,Yes.,0
529,Yes.,Yes.,1
530,No.,No.,1
531,Yes.,No.,0
532,No.,Yes.,0
533,Yes.,Yes.,1
534,No.,No.,1
535,Yes.,No.,0
536,No.,No.,1
537,Yes.,No.,0
538,No.,Yes.,0
539,Yes.,Yes.,1
540,No.,No.,1
541,Yes.,No.,0
542,No.,No.,1
543,Yes.,Yes.,1
544,No.,Yes.,0
545,Yes.,No.,0
546,No.,No.,1
547,Yes.,Yes.,1
548,No.,Yes.,0
549,Yes.,No.,0
550,No.,No.,1
551,Yes.,Yes.,1
552,No.,No.,1
553,Yes.,No.,0
554,No.,No.,1
555,Yes.,Yes.,1
556,No.,No.,1
557,Yes.,No.,0
558,No.,No.,1
559,Yes.,Yes.,1
560,No.,No.,1
561,Yes.,Yes.,1
562,No.,No.,1
563,Yes.,No.,0
564,No.,No.,1
565,Yes.,No.,0
566,No.,No.,1
567,Yes.,Yes.,1
568,No.,No.,1
569,Yes.,No.,0
570,No.,Yes.,0
571,Yes.,No.,0
572,No.,No.,1
573,Yes.,No.,0
574,No.,No.,1
575,Yes.,Yes.,1
576,No.,Yes.,0
577,Yes.,Yes.,1
578,No.,No.,1
579,Yes.,Yes.,1
580,No.,Yes.,0
581,Yes.,Yes.,1
582,No.,Yes.,0
583,Yes.,No.,0
584,No.,No.,1
585,Yes.,No.,0
586,No.,Yes.,0
587,Yes.,Yes.,1
588,No.,No.,1
589,Yes.,No.,0
590,No.,No.,1
591,Yes.,Yes.,1
592,No.,Yes.,0
593,Yes.,Yes.,1
594,No.,Yes.,0
595,Yes.,No.,0
596,No.,Yes.,0
597,Yes.,Yes.,1
598,No.,No.,1
599,Yes.,Yes.,1
600,No.,No.,1
601,Yes.,No.,0
602,No.,No.,1
603,Yes.,No.,0
604,No.,Yes.,0
605,Yes.,Yes.,1
606,No.,No.,1
607,Yes.,Yes.,1
608,No.,Yes.,0
609,Yes.,Yes.,1
610,No.,No.,1
611,Yes.,No.,0
612,No.,No.,1
613,Yes.,No.,0
614,No.,No.,1
615,Yes.,Yes.,1
616,No.,Yes.,0
617,Yes.,Yes.,1
618,No.,No.,1
619,Yes.,Yes.,1
620,No.,No.,1
621,Yes.,Yes.,1
622,No.,No.,1
623,Yes.,Yes.,1
624,No.,Yes.,0
625,Yes.,No.,0
626,No.,Yes.,0
627,Yes.,No.,0
628,No.,Yes.,0
629,Yes.,Yes.,1
630,No.,No.,1
631,Yes.,No.,0
632,No.,Yes.,0
633,Yes.,No.,0
634,No.,No.,1
635,Yes.,No.,0
636,No.,Yes.,0
637,Yes.,No.,0
638,No.,No.,1
639,Yes.,No.,0
640,No.,Yes.,0
641,Yes.,No.,0
642,No.,No.,1
643,Yes.,Yes.,1
644,No.,Yes.,0
645,Yes.,Yes.,1
646,No.,Yes.,0
647,Yes.,Yes.,1
648,No.,Yes.,0
649,Yes.,No.,0
650,No.,No.,1
651,Yes.,Yes.,1
652,No.,No.,1
653,Yes.,Yes.,1
654,No.,No.,1
655,Yes.,Yes.,1
656,No.,No.,1
657,Yes.,No.,0
658,No.,Yes.,0
659,Yes.,No.,0
660,No.,No.,1
661,Yes.,No.,0
662,No.,No.,1
663,Yes.,No.,0
664,No.,Yes.,0
665,Yes.,No.,0
666,No.,Yes.,0
667,Yes.,No.,0
668,No.,No.,1
669,Yes.,Yes.,1
670,No.,No.,1
671,Yes.,Yes.,1
672,No.,No.,1
673,Yes.,Yes.,1
674,No.,No.,1
675,Yes.,No.,0
676,No.,Yes.,0
677,Yes.,Yes.,1
678,No.,Yes.,0
679,Yes.,No.,0
680,No.,No.,1
681,Yes.,No.,0
682,No.,No.,1
683,Yes.,No.,0
684,No.,No.,1
685,Yes.,Yes.,1
686,No.,No.,1
687,Yes.,No.,0
688,No.,Yes.,0
689,Yes.,No.,0
690,No.,Yes.,0
691,Yes.,Yes.,1
692,No.,Yes.,0
693,Yes.,Yes.,1
694,No.,Yes.,0
695,Yes.,No.,0
696,No.,No.,1
697,Yes.,Yes.,1
698,No.,Yes.,0
699,Yes.,No.,0
700,No.,No.,1
701,Yes.,No.,0
702,No.,Yes.,0
703,Yes.,No.,0
704,No.,Yes.,0
705,Yes.,Yes.,1
706,No.,No.,1
707,Yes.,No.,0
708,No.,Yes.,0
709,Yes.,No.,0
710,No.,No.,1
711,Yes.,Yes.,1
712,No.,No.,1
713,Yes.,No.,0
714,No.,No.,1
715,Yes.,Yes.,1
716,No.,No.,1
717,Yes.,No.,0
718,No.,Yes.,0
719,Yes.,Yes.,1
720,No.,No.,1
721,Yes.,No.,0
722,No.,No.,1
723,Yes.,Yes.,1
724,No.,Yes.,0
725,Yes.,No.,0
726,No.,No.,1
727,Yes.,No.,0
728,No.,No.,1
729,Yes.,Yes.,1
730,No.,No.,1
731,Yes.,Yes.,1
732,No.,No.,1
733,Yes.,No.,0
734,No.,No.,1
735,Yes.,No.,0
736,No.,No.,1
737,Yes.,No.,0
738,No.,No.,1
739,Yes.,Yes.,1
740,No.,No.,1
741,Yes.,No.,0
742,No.,Yes.,0
743,Yes.,Yes.,1
744,No.,No.,1
745,Yes.,No.,0
746,No.,No.,1
747,Yes.,No.,0
748,No.,Yes.,0
749,Yes.,No.,0
750,No.,No.,1
751,Yes.,Yes.,1
752,No.,Yes.,0
753,Yes.,No.,0
754,No.,No.,1
755,Yes.,No.,0
756,No.,Yes.,0
757,Yes.,Yes.,1
758,No.,Yes.,0
759,Yes.,Yes.,1
760,No.,Yes.,0
761,Yes.,Yes.,1
762,No.,Yes.,0
763,Yes.,Yes.,1
764,No.,No.,1
765,Yes.,Yes.,1
766,No.,Yes.,0
767,Yes.,No.,0
768,No.,No.,1
769,Yes.,Yes.,1
770,No.,No.,1
771,Yes.,No.,0
772,No.,No.,1
773,Yes.,No.,0
774,No.,No.,1
775,Yes.,Yes.,1
776,No.,Yes.,0
777,Yes.,No.,0
778,No.,No.,1
779,Yes.,Yes.,1
780,No.,No.,1
781,Yes.,No.,0
782,No.,No.,1
783,Yes.,Yes.,1
784,No.,Yes.,0
785,Yes.,No.,0
786,No.,No.,1
787,Yes.,No.,0
788,No.,No.,1
789,Yes.,No.,0
790,No.,No.,1
791,Yes.,No.,0
792,No.,No.,1
793,Yes.,Yes.,1
794,No.,No.,1
795,Yes.,Yes.,1
796,No.,No.,1
797,Yes.,Yes.,1
798,No.,No.,1
799,Yes.,No.,0
800,No.,No.,1
801,Yes.,Yes.,1
802,No.,No.,1
803,Yes.,No.,0
804,No.,No.,1
805,Yes.,No.,0
806,No.,No.,1
807,Yes.,No.,0
808,No.,No.,1
809,Yes.,Yes.,1
810,No.,No.,1
811,Yes.,No.,0
812,No.,No.,1
813,Yes.,Yes.,1
814,No.,Yes.,0
815,Yes.,No.,0
816,No.,No.,1
817,Yes.,Yes.,1
818,No.,No.,1
819,Yes.,No.,0
820,No.,No.,1
821,Yes.,No.,0
822,No.,No.,1
823,Yes.,No.,0
824,No.,Yes.,0
825,Yes.,No.,0
826,No.,No.,1
827,Yes.,No.,0
828,No.,No.,1
829,Yes.,Yes.,1
830,No.,No.,1
831,Yes.,Yes.,1
832,No.,No.,1
833,Yes.,No.,0
834,No.,No.,1
835,Yes.,No.,0
836,No.,No.,1
837,Yes.,Yes.,1
838,No.,Yes.,0
839,Yes.,No.,0
840,No.,No.,1
841,Yes.,No.,0
842,No.,Yes.,0
843,Yes.,No.,0
844,No.,No.,1
845,Yes.,No.,0
846,No.,No.,1
847,Yes.,Yes.,1
848,No.,No.,1
849,Yes.,Yes.,1
850,No.,No.,1
851,Yes.,Yes.,1
852,No.,No.,1
853,Yes.,No.,0
854,No.,No.,1
855,Yes.,No.,0
856,No.,No.,1
857,Yes.,No.,0
858,No.,No.,1
859,Yes.,No.,0
860,No.,No.,1
861,Yes.,Yes.,1
862,No.,Yes.,0
863,Yes.,No.,0
864,No.,Yes.,0
865,Yes.,No.,0
866,No.,No.,1
867,Yes.,Yes.,1
868,No.,No.,1
869,Yes.,No.,0
870,No.,Yes.,0
871,Yes.,No.,0
872,No.,Yes.,0
873,Yes.,No.,0
874,No.,Yes.,0
875,Yes.,Yes.,1
876,No.,Yes.,0
877,Yes.,No.,0
878,No.,No.,1
879,Yes.,No.,0
880,No.,Yes.,0
881,Yes.,No.,0
882,No.,No.,1
883,Yes.,No.,0
884,No.,No.,1
885,Yes.,Yes.,1
886,No.,Yes.,0
887,Yes.,Yes.,1
888,No.,No.,1
889,Yes.,No.,0
890,No.,No.,1
891,Yes.,Yes.,1
892,No.,Yes.,0
893,Yes.,No.,0
894,No.,No.,1
895,Yes.,No.,0
896,No.,No.,1
897,Yes.,No.,0
898,No.,Yes.,0
899,Yes.,Yes.,1
900,No.,No.,1
901,Yes.,No.,0
902,No.,Yes.,0
903,Yes.,No.,0
904,No.,No.,1
905,Yes.,No.,0
906,No.,No.,1
907,Yes.,No.,0
908,No.,No.,1
909,Yes.,Yes.,1
910,No.,Yes.,0
911,Yes.,Yes.,1
912,No.,No.,1
913,Yes.,No.,0
914,No.,No.,1
915,Yes.,Yes.,1
916,No.,Yes.,0
917,Yes.,No.,0
918,No.,No.,1
919,Yes.,Yes.,1
920,No.,Yes.,0
921,Yes.,Yes.,1
922,No.,No.,1
923,Yes.,No.,0
924,No.,No.,1
925,Yes.,Yes.,1
926,No.,Yes.,0
927,Yes.,Yes.,1
928,No.,No.,1
929,Yes.,No.,0
930,No.,No.,1
931,Yes.,Yes.,1
932,No.,No.,1
933,Yes.,No.,0
934,No.,No.,1
935,Yes.,Yes.,1
936,No.,No.,1
937,Yes.,Yes.,1
938,No.,Yes.,0
939,Yes.,No.,0
940,No.,No.,1
941,Yes.,No.,0
942,No.,No.,1
943,Yes.,Yes.,1
944,No.,Yes.,0
945,Yes.,No.,0
946,No.,No.,1
947,Yes.,No.,0
948,No.,No.,1
949,Yes.,No.,0
950,No.,Yes.,0
951,Yes.,No.,0
952,No.,No.,1
953,Yes.,No.,0
954,No.,No.,1
955,Yes.,No.,0
956,No.,Yes.,0
957,Yes.,Yes.,1
958,No.,No.,1
959,Yes.,No.,0
960,No.,No.,1
961,Yes.,Yes.,1
962,No.,Yes.,0
963,Yes.,Yes.,1
964,No.,Yes.,0
965,Yes.,No.,0
966,No.,No.,1
967,Yes.,No.,0
968,No.,No.,1
969,Yes.,No.,0
970,No.,No.,1
971,Yes.,Yes.,1
972,No.,No.,1
973,Yes.,Yes.,1
974,No.,Yes.,0
975,Yes.,No.,0
976,No.,No.,1
977,Yes.,No.,0
978,No.,Yes.,0
979,Yes.,Yes.,1
980,No.,No.,1
981,Yes.,Yes.,1
982,No.,No.,1
983,Yes.,No.,0
984,No.,No.,1
985,Yes.,No.,0
986,No.,No.,1
987,Yes.,Yes.,1
988,No.,No.,1
989,Yes.,No.,0
990,No.,No.,1
991,Yes.,No.,0
992,No.,Yes.,0
993,Yes.,Yes.,1
994,No.,No.,1
995,Yes.,Yes.,1
996,No.,No.,1
997,Yes.,No.,0
998,No.,No.,1
999,Yes.,Yes.,1
1000,No.,No.,1
1001,Yes.,Yes.,1
1002,No.,No.,1
1003,Yes.,Yes.,1
1004,No.,No.,1
1005,Yes.,Yes.,1
1006,No.,Yes.,0
1007,Yes.,Yes.,1
1008,No.,No.,1
1009,Yes.,No.,0
1010,No.,No.,1
1011,Yes.,Yes.,1
1012,No.,No.,1
1013,Yes.,Yes.,1
1014,No.,No.,1
1015,Yes.,Yes.,1
1016,No.,No.,1
1017,Yes.,Yes.,1
1018,No.,No.,1
1019,Yes.,No.,0
1020,No.,Yes.,0
1021,Yes.,No.,0
1022,No.,Yes.,0
1023,Yes.,Yes.,1
1024,No.,No.,1
