ID,Label,Prediction,Result
260,No.,No.,1
261,Yes.,Yes.,1
262,No.,Yes.,0
263,Yes.,Yes.,1
264,No.,No.,1
265,Yes.,No.,0
266,No.,Yes.,0
267,Yes.,Yes.,1
268,No.,Yes.,0
269,Yes.,Yes.,1
270,No.,Yes.,0
271,Yes.,Yes.,1
272,No.,Yes.,0
273,Yes.,Yes.,1
274,No.,Yes.,0
275,Yes.,No.,0
276,No.,Yes.,0
277,Yes.,No.,0
278,No.,Yes.,0
279,Yes.,Yes.,1
280,No.,No.,1
281,Yes.,Yes.,1
282,No.,No.,1
283,Yes.,Yes.,1
284,No.,No.,1
285,Yes.,Yes.,1
286,No.,No.,1
287,Yes.,Yes.,1
288,No.,Yes.,0
289,Yes.,Yes.,1
290,No.,No.,1
291,Yes.,Yes.,1
292,No.,Yes.,0
293,Yes.,Yes.,1
294,No.,No.,1
295,Yes.,Yes.,1
296,No.,Yes.,0
297,Yes.,Yes.,1
298,No.,Yes.,0
299,Yes.,Yes.,1
300,No.,Yes.,0
301,Yes.,No.,0
302,No.,No.,1
303,Yes.,Yes.,1
304,No.,No.,1
305,Yes.,Yes.,1
306,No.,Yes.,0
307,Yes.,Yes.,1
308,No.,No.,1
309,Yes.,No.,0
310,No.,No.,1
311,Yes.,Yes.,1
312,No.,Yes.,0
313,Yes.,Yes.,1
314,No.,No.,1
315,Yes.,Yes.,1
316,No.,Yes.,0
317,Yes.,Yes.,1
318,No.,Yes.,0
319,Yes.,Yes.,1
320,No.,No.,1
321,Yes.,Yes.,1
322,No.,Yes.,0
323,Yes.,Yes.,1
324,No.,Yes.,0
325,Yes.,No.,0
326,No.,Yes.,0
327,Yes.,Yes.,1
328,No.,Yes.,0
329,Yes.,Yes.,1
330,No.,No.,1
331,Yes.,Yes.,1
332,No.,Yes.,0
333,Yes.,Yes.,1
334,No.,Yes.,0
335,Yes.,No.,0
336,No.,Yes.,0
337,Yes.,Yes.,1
338,No.,Yes.,0
339,Yes.,Yes.,1
340,No.,No.,1
341,Yes.,Yes.,1
342,No.,No.,1
343,Yes.,Yes.,1
344,No.,No.,1
345,Yes.,Yes.,1
346,No.,No.,1
347,Yes.,Yes.,1
348,No.,Yes.,0
349,Yes.,Yes.,1
350,No.,Yes.,0
351,Yes.,No.,0
352,No.,Yes.,0
353,Yes.,Yes.,1
354,No.,Yes.,0
355,Yes.,Yes.,1
356,No.,Yes.,0
357,Yes.,No.,0
358,No.,No.,1
359,Yes.,Yes.,1
360,No.,Yes.,0
361,Yes.,Yes.,1
362,No.,No.,1
363,Yes.,No.,0
364,No.,Yes.,0
365,Yes.,Yes.,1
366,No.,Yes.,0
367,Yes.,Yes.,1
368,No.,Yes.,0
369,Yes.,Yes.,1
370,No.,Yes.,0
371,Yes.,No.,0
372,No.,Yes.,0
373,Yes.,No.,0
374,No.,No.,1
375,Yes.,Yes.,1
376,No.,Yes.,0
377,Yes.,Yes.,1
378,No.,No.,1
379,Yes.,Yes.,1
380,No.,Yes.,0
381,Yes.,Yes.,1
382,No.,Yes.,0
383,Yes.,Yes.,1
384,No.,No.,1
385,Yes.,Yes.,1
386,No.,No.,1
387,Yes.,No.,0
388,No.,Yes.,0
389,Yes.,Yes.,1
390,No.,Yes.,0
391,Yes.,Yes.,1
392,No.,No.,1
393,Yes.,Yes.,1
394,No.,Yes.,0
395,Yes.,Yes.,1
396,No.,No.,1
397,Yes.,Yes.,1
398,No.,Yes.,0
399,Yes.,Yes.,1
400,No.,Yes.,0
401,Yes.,Yes.,1
402,No.,No.,1
403,Yes.,Yes.,1
404,No.,No.,1
405,Yes.,Yes.,1
406,No.,Yes.,0
407,Yes.,No.,0
408,No.,No.,1
409,Yes.,Yes.,1
410,No.,No.,1
411,Yes.,Yes.,1
412,No.,Yes.,0
413,Yes.,No.,0
414,No.,No.,1
415,Yes.,Yes.,1
416,No.,Yes.,0
417,Yes.,No.,0
418,No.,Yes.,0
419,Yes.,Yes.,1
420,No.,Yes.,0
421,Yes.,No.,0
422,No.,Yes.,0
423,Yes.,Yes.,1
424,No.,Yes.,0
425,Yes.,Yes.,1
426,No.,No.,1
427,Yes.,No.,0
428,No.,Yes.,0
429,Yes.,Yes.,1
430,No.,Yes.,0
431,Yes.,Yes.,1
432,No.,No.,1
433,Yes.,Yes.,1
434,No.,Yes.,0
435,Yes.,No.,0
436,No.,Yes.,0
437,Yes.,No.,0
438,No.,No.,1
439,Yes.,Yes.,1
440,No.,Yes.,0
441,Yes.,Yes.,1
442,No.,Yes.,0
443,Yes.,No.,0
444,No.,Yes.,0
445,Yes.,Yes.,1
446,No.,Yes.,0
447,Yes.,Yes.,1
448,No.,Yes.,0
449,Yes.,No.,0
450,No.,Yes.,0
451,Yes.,Yes.,1
452,No.,Yes.,0
453,Yes.,Yes.,1
454,No.,Yes.,0
455,Yes.,No.,0
456,No.,No.,1
457,Yes.,Yes.,1
458,No.,No.,1
459,Yes.,Yes.,1
460,No.,No.,1
461,Yes.,No.,0
462,No.,Yes.,0
463,Yes.,Yes.,1
464,No.,No.,1
465,Yes.,Yes.,1
466,No.,Yes.,0
467,Yes.,Yes.,1
468,No.,Yes.,0
469,Yes.,Yes.,1
470,No.,Yes.,0
471,Yes.,No.,0
472,No.,Yes.,0
473,Yes.,Yes.,1
474,No.,No.,1
475,Yes.,Yes.,1
476,No.,Yes.,0
477,Yes.,Yes.,1
478,No.,Yes.,0
479,Yes.,No.,0
480,No.,Yes.,0
481,Yes.,Yes.,1
482,No.,Yes.,0
483,Yes.,Yes.,1
484,No.,Yes.,0
485,Yes.,Yes.,1
486,No.,Yes.,0
487,Yes.,Yes.,1
488,No.,No.,1
489,Yes.,Yes.,1
490,No.,Yes.,0
491,Yes.,Yes.,1
492,No.,Yes.,0
493,Yes.,Yes.,1
494,No.,Yes.,0
495,Yes.,Yes.,1
496,No.,Yes.,0
497,Yes.,Yes.,1
498,No.,Yes.,0
499,Yes.,Yes.,1
500,No.,No.,1
501,Yes.,Yes.,1
502,No.,Yes.,0
503,Yes.,Yes.,1
504,No.,Yes.,0
505,Yes.,Yes.,1
506,No.,Yes.,0
507,Yes.,Yes.,1
508,No.,Yes.,0
509,Yes.,Yes.,1
510,No.,No.,1
511,Yes.,Yes.,1
512,No.,Yes.,0
513,Yes.,Yes.,1
514,No.,No.,1
515,Yes.,No.,0
516,No.,Yes.,0
517,Yes.,Yes.,1
518,No.,Yes.,0
519,Yes.,Yes.,1
520,No.,No.,1
521,Yes.,Yes.,1
522,No.,Yes.,0
523,Yes.,Yes.,1
524,No.,Yes.,0
525,Yes.,No.,0
526,No.,Yes.,0
527,Yes.,No.,0
528,No.,Yes.,0
529,Yes.,Yes.,1
530,No.,Yes.,0
531,Yes.,No.,0
532,No.,No.,1
533,Yes.,No.,0
534,No.,Yes.,0
535,Yes.,Yes.,1
536,No.,Yes.,0
537,Yes.,Yes.,1
538,No.,No.,1
539,Yes.,No.,0
540,No.,Yes.,0
541,Yes.,Yes.,1
542,No.,Yes.,0
543,Yes.,Yes.,1
544,No.,Yes.,0
545,Yes.,Yes.,1
546,No.,Yes.,0
547,Yes.,Yes.,1
548,No.,Yes.,0
549,Yes.,Yes.,1
550,No.,No.,1
551,Yes.,Yes.,1
552,No.,No.,1
553,Yes.,Yes.,1
554,No.,No.,1
555,Yes.,Yes.,1
556,No.,Yes.,0
557,Yes.,Yes.,1
558,No.,No.,1
559,Yes.,Yes.,1
560,No.,No.,1
561,Yes.,Yes.,1
562,No.,No.,1
563,Yes.,Yes.,1
564,No.,Yes.,0
565,Yes.,Yes.,1
566,No.,Yes.,0
567,Yes.,Yes.,1
568,No.,Yes.,0
569,Yes.,Yes.,1
570,No.,Yes.,0
571,Yes.,Yes.,1
572,No.,No.,1
573,Yes.,No.,0
574,No.,Yes.,0
575,Yes.,Yes.,1
576,No.,No.,1
577,Yes.,No.,0
578,No.,No.,1
579,Yes.,Yes.,1
580,No.,Yes.,0
581,Yes.,Yes.,1
582,No.,Yes.,0
583,Yes.,No.,0
584,No.,Yes.,0
585,Yes.,Yes.,1
586,No.,Yes.,0
587,Yes.,Yes.,1
588,No.,No.,1
589,Yes.,Yes.,1
590,No.,Yes.,0
591,Yes.,Yes.,1
592,No.,Yes.,0
593,Yes.,Yes.,1
594,No.,No.,1
595,Yes.,Yes.,1
596,No.,Yes.,0
597,Yes.,Yes.,1
598,No.,Yes.,0
599,Yes.,Yes.,1
600,No.,Yes.,0
601,Yes.,Yes.,1
602,No.,Yes.,0
603,Yes.,Yes.,1
604,No.,Yes.,0
605,Yes.,Yes.,1
606,No.,Yes.,0
607,Yes.,Yes.,1
608,No.,Yes.,0
609,Yes.,Yes.,1
610,No.,Yes.,0
611,Yes.,Yes.,1
612,No.,No.,1
613,Yes.,No.,0
614,No.,Yes.,0
615,Yes.,No.,0
616,No.,Yes.,0
617,Yes.,Yes.,1
618,No.,Yes.,0
619,Yes.,Yes.,1
620,No.,Yes.,0
621,Yes.,Yes.,1
622,No.,No.,1
623,Yes.,Yes.,1
624,No.,No.,1
625,Yes.,Yes.,1
626,No.,Yes.,0
627,Yes.,Yes.,1
628,No.,No.,1
629,Yes.,Yes.,1
630,No.,No.,1
631,Yes.,Yes.,1
632,No.,Yes.,0
633,Yes.,Yes.,1
634,No.,Yes.,0
635,Yes.,Yes.,1
636,No.,Yes.,0
637,Yes.,Yes.,1
638,No.,Yes.,0
639,Yes.,Yes.,1
640,No.,Yes.,0
641,Yes.,Yes.,1
642,No.,Yes.,0
643,Yes.,No.,0
644,No.,Yes.,0
645,Yes.,Yes.,1
646,No.,Yes.,0
647,Yes.,Yes.,1
648,No.,Yes.,0
649,Yes.,Yes.,1
650,No.,Yes.,0
651,Yes.,No.,0
652,No.,Yes.,0
653,Yes.,No.,0
654,No.,No.,1
655,Yes.,Yes.,1
656,No.,Yes.,0
657,Yes.,No.,0
658,No.,Yes.,0
659,Yes.,Yes.,1
660,No.,Yes.,0
661,Yes.,Yes.,1
662,No.,Yes.,0
663,Yes.,No.,0
664,No.,Yes.,0
665,Yes.,Yes.,1
666,No.,Yes.,0
667,Yes.,No.,0
668,No.,Yes.,0
669,Yes.,Yes.,1
670,No.,Yes.,0
671,Yes.,No.,0
672,No.,Yes.,0
673,Yes.,Yes.,1
674,No.,No.,1
675,Yes.,No.,0
676,No.,No.,1
677,Yes.,Yes.,1
678,No.,Yes.,0
679,Yes.,No.,0
680,No.,No.,1
681,Yes.,Yes.,1
682,No.,Yes.,0
683,Yes.,Yes.,1
684,No.,Yes.,0
685,Yes.,Yes.,1
686,No.,Yes.,0
687,Yes.,Yes.,1
688,No.,Yes.,0
689,Yes.,Yes.,1
690,No.,Yes.,0
691,Yes.,Yes.,1
692,No.,Yes.,0
693,Yes.,Yes.,1
694,No.,Yes.,0
695,Yes.,Yes.,1
696,No.,Yes.,0
697,Yes.,Yes.,1
698,No.,Yes.,0
699,Yes.,Yes.,1
700,No.,No.,1
701,Yes.,Yes.,1
702,No.,No.,1
703,Yes.,Yes.,1
704,No.,Yes.,0
705,Yes.,Yes.,1
706,No.,Yes.,0
707,Yes.,Yes.,1
708,No.,Yes.,0
709,Yes.,No.,0
710,No.,Yes.,0
711,Yes.,No.,0
712,No.,No.,1
713,Yes.,Yes.,1
714,No.,Yes.,0
715,Yes.,Yes.,1
716,No.,Yes.,0
717,Yes.,Yes.,1
718,No.,Yes.,0
719,Yes.,Yes.,1
720,No.,Yes.,0
721,Yes.,Yes.,1
722,No.,Yes.,0
723,Yes.,No.,0
724,No.,No.,1
725,Yes.,Yes.,1
726,No.,Yes.,0
727,Yes.,No.,0
728,No.,No.,1
729,Yes.,Yes.,1
730,No.,Yes.,0
731,Yes.,Yes.,1
732,No.,No.,1
733,Yes.,Yes.,1
734,No.,Yes.,0
735,Yes.,Yes.,1
736,No.,Yes.,0
737,Yes.,Yes.,1
738,No.,Yes.,0
739,Yes.,Yes.,1
740,No.,No.,1
741,Yes.,Yes.,1
742,No.,No.,1
743,Yes.,Yes.,1
744,No.,Yes.,0
745,Yes.,Yes.,1
746,No.,No.,1
747,Yes.,Yes.,1
748,No.,Yes.,0
749,Yes.,No.,0
750,No.,Yes.,0
751,Yes.,Yes.,1
752,No.,No.,1
753,Yes.,Yes.,1
754,No.,Yes.,0
755,Yes.,No.,0
756,No.,No.,1
757,Yes.,Yes.,1
758,No.,Yes.,0
759,Yes.,No.,0
760,No.,Yes.,0
761,Yes.,No.,0
762,No.,No.,1
763,Yes.,Yes.,1
764,No.,Yes.,0
765,Yes.,Yes.,1
766,No.,Yes.,0
767,Yes.,Yes.,1
768,No.,No.,1
769,Yes.,No.,0
770,No.,Yes.,0
771,Yes.,Yes.,1
772,No.,Yes.,0
773,Yes.,Yes.,1
774,No.,No.,1
775,Yes.,No.,0
776,No.,Yes.,0
777,Yes.,No.,0
778,No.,Yes.,0
779,Yes.,Yes.,1
780,No.,No.,1
781,Yes.,No.,0
782,No.,No.,1
783,Yes.,Yes.,1
784,No.,No.,1
785,Yes.,Yes.,1
786,No.,No.,1
787,Yes.,Yes.,1
788,No.,No.,1
789,Yes.,Yes.,1
790,No.,Yes.,0
791,Yes.,Yes.,1
792,No.,Yes.,0
793,Yes.,Yes.,1
794,No.,Yes.,0
795,Yes.,Yes.,1
796,No.,No.,1
797,Yes.,No.,0
798,No.,Yes.,0
799,Yes.,Yes.,1
800,No.,Yes.,0
801,Yes.,Yes.,1
802,No.,Yes.,0
803,Yes.,Yes.,1
804,No.,No.,1
805,Yes.,Yes.,1
806,No.,No.,1
807,Yes.,Yes.,1
808,No.,Yes.,0
809,Yes.,Yes.,1
810,No.,Yes.,0
811,Yes.,No.,0
812,No.,Yes.,0
813,Yes.,Yes.,1
814,No.,Yes.,0
815,Yes.,Yes.,1
816,No.,Yes.,0
817,Yes.,Yes.,1
818,No.,Yes.,0
819,Yes.,Yes.,1
820,No.,Yes.,0
821,Yes.,Yes.,1
822,No.,Yes.,0
823,Yes.,No.,0
824,No.,Yes.,0
825,Yes.,Yes.,1
826,No.,Yes.,0
827,Yes.,Yes.,1
828,No.,Yes.,0
829,Yes.,Yes.,1
830,No.,Yes.,0
831,Yes.,Yes.,1
832,No.,Yes.,0
833,Yes.,Yes.,1
834,No.,No.,1
835,Yes.,Yes.,1
836,No.,Yes.,0
837,Yes.,Yes.,1
838,No.,No.,1
839,Yes.,Yes.,1
840,No.,Yes.,0
841,Yes.,No.,0
842,No.,Yes.,0
843,Yes.,No.,0
844,No.,Yes.,0
845,Yes.,Yes.,1
846,No.,No.,1
847,Yes.,Yes.,1
848,No.,Yes.,0
849,Yes.,Yes.,1
850,No.,Yes.,0
851,Yes.,Yes.,1
852,No.,Yes.,0
853,Yes.,Yes.,1
854,No.,Yes.,0
855,Yes.,No.,0
856,No.,Yes.,0
857,Yes.,Yes.,1
858,No.,No.,1
859,Yes.,Yes.,1
860,No.,No.,1
861,Yes.,Yes.,1
862,No.,No.,1
863,Yes.,Yes.,1
864,No.,No.,1
865,Yes.,Yes.,1
866,No.,Yes.,0
867,Yes.,No.,0
868,No.,Yes.,0
869,Yes.,No.,0
870,No.,Yes.,0
871,Yes.,Yes.,1
872,No.,No.,1
873,Yes.,Yes.,1
874,No.,Yes.,0
875,Yes.,No.,0
876,No.,No.,1
877,Yes.,No.,0
878,No.,No.,1
879,Yes.,Yes.,1
880,No.,Yes.,0
881,Yes.,Yes.,1
882,No.,No.,1
883,Yes.,No.,0
884,No.,No.,1
885,Yes.,Yes.,1
886,No.,No.,1
887,Yes.,Yes.,1
888,No.,Yes.,0
889,Yes.,No.,0
890,No.,Yes.,0
891,Yes.,Yes.,1
892,No.,Yes.,0
893,Yes.,Yes.,1
894,No.,Yes.,0
895,Yes.,Yes.,1
896,No.,Yes.,0
897,Yes.,Yes.,1
898,No.,Yes.,0
899,Yes.,Yes.,1
900,No.,Yes.,0
901,Yes.,Yes.,1
902,No.,Yes.,0
903,Yes.,No.,0
904,No.,Yes.,0
905,Yes.,No.,0
906,No.,Yes.,0
907,Yes.,Yes.,1
908,No.,Yes.,0
909,Yes.,No.,0
910,No.,Yes.,0
911,Yes.,Yes.,1
912,No.,Yes.,0
913,Yes.,Yes.,1
914,No.,Yes.,0
915,Yes.,Yes.,1
916,No.,Yes.,0
917,Yes.,Yes.,1
918,No.,No.,1
919,Yes.,Yes.,1
920,No.,Yes.,0
921,Yes.,Yes.,1
922,No.,Yes.,0
923,Yes.,No.,0
924,No.,Yes.,0
925,Yes.,No.,0
926,No.,Yes.,0
927,Yes.,Yes.,1
928,No.,Yes.,0
929,Yes.,Yes.,1
930,No.,Yes.,0
931,Yes.,Yes.,1
932,No.,Yes.,0
933,Yes.,Yes.,1
934,No.,Yes.,0
935,Yes.,Yes.,1
936,No.,No.,1
937,Yes.,Yes.,1
938,No.,Yes.,0
939,Yes.,Yes.,1
940,No.,Yes.,0
941,Yes.,Yes.,1
942,No.,No.,1
943,Yes.,Yes.,1
944,No.,No.,1
945,Yes.,Yes.,1
946,No.,Yes.,0
947,Yes.,Yes.,1
948,No.,No.,1
949,Yes.,Yes.,1
950,No.,Yes.,0
951,Yes.,Yes.,1
952,No.,Yes.,0
953,Yes.,Yes.,1
954,No.,Yes.,0
955,Yes.,Yes.,1
956,No.,No.,1
957,Yes.,Yes.,1
958,No.,No.,1
959,Yes.,No.,0
960,No.,Yes.,0
961,Yes.,Yes.,1
962,No.,Yes.,0
963,Yes.,Yes.,1
964,No.,Yes.,0
965,Yes.,Yes.,1
966,No.,Yes.,0
967,Yes.,Yes.,1
968,No.,No.,1
969,Yes.,Yes.,1
970,No.,Yes.,0
971,Yes.,No.,0
972,No.,Yes.,0
973,Yes.,No.,0
974,No.,No.,1
975,Yes.,Yes.,1
976,No.,No.,1
977,Yes.,Yes.,1
978,No.,Yes.,0
979,Yes.,Yes.,1
980,No.,Yes.,0
981,Yes.,Yes.,1
982,No.,No.,1
983,Yes.,Yes.,1
984,No.,No.,1
985,Yes.,No.,0
986,No.,Yes.,0
987,Yes.,No.,0
988,No.,Yes.,0
989,Yes.,No.,0
990,No.,Yes.,0
991,Yes.,Yes.,1
992,No.,Yes.,0
993,Yes.,Yes.,1
994,No.,Yes.,0
995,Yes.,Yes.,1
996,No.,No.,1
997,Yes.,Yes.,1
998,No.,Yes.,0
999,Yes.,Yes.,1
1000,No.,No.,1
1001,Yes.,No.,0
1002,No.,Yes.,0
1003,Yes.,Yes.,1
1004,No.,No.,1
1005,Yes.,Yes.,1
1006,No.,No.,1
1007,Yes.,Yes.,1
1008,No.,No.,1
1009,Yes.,No.,0
1010,No.,No.,1
1011,Yes.,Yes.,1
1012,No.,Yes.,0
1013,Yes.,No.,0
1014,No.,Yes.,0
1015,Yes.,No.,0
1016,No.,Yes.,0
1017,Yes.,Yes.,1
1018,No.,No.,1
1019,Yes.,Yes.,1
1020,No.,No.,1
1021,Yes.,Yes.,1
1022,No.,No.,1
1023,Yes.,No.,0
1024,No.,Yes.,0
