ID,Label,Prediction,Result
366,No.,No.,1
367,Yes.,No.,0
368,No.,Yes.,0
369,Yes.,Yes.,1
370,No.,Yes.,0
371,Yes.,No.,0
372,No.,Yes.,0
373,Yes.,No.,0
374,No.,No.,1
375,Yes.,Yes.,1
376,No.,Yes.,0
377,Yes.,No.,0
378,No.,No.,1
379,Yes.,No.,0
380,No.,No.,1
381,Yes.,Yes.,1
382,No.,No.,1
383,Yes.,Yes.,1
384,No.,Yes.,0
385,Yes.,No.,0
386,No.,No.,1
387,Yes.,No.,0
388,No.,No.,1
389,Yes.,No.,0
390,No.,Yes.,0
391,Yes.,No.,0
392,No.,No.,1
393,Yes.,No.,0
394,No.,No.,1
395,Yes.,No.,0
396,No.,No.,1
397,Yes.,No.,0
398,No.,No.,1
399,Yes.,No.,0
400,No.,Yes.,0
401,Yes.,Yes.,1
402,No.,No.,1
403,Yes.,Yes.,1
404,No.,No.,1
405,Yes.,Yes.,1
406,No.,Yes.,0
407,Yes.,Yes.,1
408,No.,No.,1
409,Yes.,No.,0
410,No.,No.,1
411,Yes.,Yes.,1
412,No.,No.,1
413,Yes.,No.,0
414,No.,No.,1
415,Yes.,Yes.,1
416,No.,Yes.,0
417,Yes.,No.,0
418,No.,No.,1
419,Yes.,Yes.,1
420,No.,Yes.,0
421,Yes.,No.,0
422,No.,Yes.,0
423,Yes.,Yes.,1
424,No.,Yes.,0
425,Yes.,Yes.,1
426,No.,EMPTY,-1
427,Yes.,No.,0
428,No.,Yes.,0
429,Yes.,No.,0
430,No.,No.,1
431,Yes.,No.,0
432,No.,No.,1
433,Yes.,Yes.,1
434,No.,Yes.,0
435,Yes.,No.,0
436,No.,No.,1
437,Yes.,Yes.,1
438,No.,No.,1
439,Yes.,No.,0
440,No.,No.,1
441,Yes.,No.,0
442,No.,No.,1
443,Yes.,No.,0
444,No.,No.,1
445,Yes.,No.,0
446,No.,Yes.,0
447,Yes.,No.,0
448,No.,Yes.,0
449,Yes.,No.,0
450,No.,Yes.,0
451,Yes.,No.,0
452,No.,No.,1
453,Yes.,Yes.,1
454,No.,No.,1
455,Yes.,No.,0
456,No.,No.,1
457,Yes.,No.,0
458,No.,No.,1
459,Yes.,Yes.,1
460,No.,No.,1
461,Yes.,No.,0
462,No.,Yes.,0
463,Yes.,No.,0
464,No.,No.,1
465,Yes.,Yes.,1
466,No.,No.,1
467,Yes.,No.,0
468,No.,Yes.,0
469,Yes.,Yes.,1
470,No.,No.,1
471,Yes.,No.,0
472,No.,Yes.,0
473,Yes.,Yes.,1
474,No.,No.,1
475,Yes.,No.,0
476,No.,No.,1
477,Yes.,No.,0
478,No.,No.,1
479,Yes.,No.,0
480,No.,No.,1
481,Yes.,No.,0
482,No.,No.,1
483,Yes.,No.,0
484,No.,No.,1
485,Yes.,Yes.,1
486,No.,Yes.,0
487,Yes.,Yes.,1
488,No.,No.,1
489,Yes.,Yes.,1
490,No.,Yes.,0
491,Yes.,No.,0
492,No.,No.,1
493,Yes.,No.,0
494,No.,No.,1
495,Yes.,Yes.,1
496,No.,No.,1
497,Yes.,Yes.,1
498,No.,No.,1
499,Yes.,No.,0
500,No.,No.,1
501,Yes.,Yes.,1
502,No.,Yes.,0
503,Yes.,No.,0
504,No.,No.,1
505,Yes.,No.,0
506,No.,No.,1
507,Yes.,No.,0
508,No.,No.,1
509,Yes.,No.,0
510,No.,No.,1
511,Yes.,No.,0
512,No.,Yes.,0
513,Yes.,Yes.,1
514,No.,No.,1
515,Yes.,No.,0
516,No.,No.,1
517,Yes.,No.,0
518,No.,Yes.,0
519,Yes.,Yes.,1
520,No.,No.,1
521,Yes.,No.,0
522,No.,No.,1
523,Yes.,No.,0
524,No.,No.,1
525,Yes.,No.,0
526,No.,No.,1
527,Yes.,No.,0
528,No.,Yes.,0
529,Yes.,No.,0
530,No.,No.,1
531,Yes.,No.,0
532,No.,Yes.,0
533,Yes.,No.,0
534,No.,No.,1
535,Yes.,No.,0
536,No.,No.,1
537,Yes.,Yes.,1
538,No.,No.,1
539,Yes.,No.,0
540,No.,No.,1
541,Yes.,No.,0
542,No.,No.,1
543,Yes.,No.,0
544,No.,No.,1
545,Yes.,No.,0
546,No.,No.,1
547,Yes.,No.,0
548,No.,Yes.,0
549,Yes.,Yes.,1
550,No.,Yes.,0
551,Yes.,No.,0
552,No.,No.,1
553,Yes.,Yes.,1
554,No.,No.,1
555,Yes.,No.,0
556,No.,No.,1
557,Yes.,No.,0
558,No.,No.,1
559,Yes.,No.,0
560,No.,No.,1
561,Yes.,No.,0
562,No.,No.,1
563,Yes.,No.,0
564,No.,No.,1
565,Yes.,No.,0
566,No.,Yes.,0
567,Yes.,No.,0
568,No.,Yes.,0
569,Yes.,No.,0
570,No.,Yes.,0
571,Yes.,No.,0
572,No.,No.,1
573,Yes.,No.,0
574,No.,No.,1
575,Yes.,No.,0
576,No.,No.,1
577,Yes.,No.,0
578,No.,No.,1
579,Yes.,Yes.,1
580,No.,Yes.,0
581,Yes.,No.,0
582,No.,No.,1
583,Yes.,No.,0
584,No.,Yes.,0
585,Yes.,No.,0
586,No.,Yes.,0
587,Yes.,No.,0
588,No.,No.,1
589,Yes.,No.,0
590,No.,No.,1
591,Yes.,Yes.,1
592,No.,No.,1
593,Yes.,No.,0
594,No.,No.,1
595,Yes.,No.,0
596,No.,No.,1
597,Yes.,No.,0
598,No.,No.,1
599,Yes.,No.,0
600,No.,No.,1
601,Yes.,Yes.,1
602,No.,Yes.,0
603,Yes.,No.,0
604,No.,No.,1
605,Yes.,Yes.,1
606,No.,No.,1
607,Yes.,No.,0
608,No.,Yes.,0
609,Yes.,Yes.,1
610,No.,No.,1
611,Yes.,No.,0
612,No.,No.,1
613,Yes.,No.,0
614,No.,Yes.,0
615,Yes.,Yes.,1
616,No.,No.,1
617,Yes.,Yes.,1
618,No.,Yes.,0
619,Yes.,Yes.,1
620,No.,No.,1
621,Yes.,Yes.,1
622,No.,No.,1
623,Yes.,Yes.,1
624,No.,No.,1
625,Yes.,No.,0
626,No.,Yes.,0
627,Yes.,No.,0
628,No.,No.,1
629,Yes.,Yes.,1
630,No.,No.,1
631,Yes.,Yes.,1
632,No.,No.,1
633,Yes.,Yes.,1
634,No.,Yes.,0
635,Yes.,No.,0
636,No.,No.,1
637,Yes.,No.,0
638,No.,No.,1
639,Yes.,No.,0
640,No.,Yes.,0
641,Yes.,Yes.,1
642,No.,Yes.,0
643,Yes.,No.,0
644,No.,Yes.,0
645,Yes.,No.,0
646,No.,No.,1
647,Yes.,No.,0
648,No.,No.,1
649,Yes.,Yes.,1
650,No.,Yes.,0
651,Yes.,Yes.,1
652,No.,Yes.,0
653,Yes.,No.,0
654,No.,No.,1
655,Yes.,Yes.,1
656,No.,Yes.,0
657,Yes.,No.,0
658,No.,No.,1
659,Yes.,No.,0
660,No.,Yes.,0
661,Yes.,No.,0
662,No.,Yes.,0
663,Yes.,Yes.,1
664,No.,No.,1
665,Yes.,Yes.,1
666,No.,No.,1
667,Yes.,No.,0
668,No.,No.,1
669,Yes.,Yes.,1
670,No.,No.,1
671,Yes.,No.,0
672,No.,No.,1
673,Yes.,No.,0
674,No.,No.,1
675,Yes.,No.,0
676,No.,No.,1
677,Yes.,No.,0
678,No.,Yes.,0
679,Yes.,No.,0
680,No.,No.,1
681,Yes.,Yes.,1
682,No.,No.,1
683,Yes.,No.,0
684,No.,Yes.,0
685,Yes.,No.,0
686,No.,Yes.,0
687,Yes.,Yes.,1
688,No.,No.,1
689,Yes.,Yes.,1
690,No.,No.,1
691,Yes.,No.,0
692,No.,No.,1
693,Yes.,No.,0
694,No.,No.,1
695,Yes.,Yes.,1
696,No.,No.,1
697,Yes.,No.,0
698,No.,No.,1
699,Yes.,No.,0
700,No.,No.,1
701,Yes.,No.,0
702,No.,No.,1
703,Yes.,Yes.,1
704,No.,No.,1
705,Yes.,No.,0
706,No.,Yes.,0
707,Yes.,Yes.,1
708,No.,No.,1
709,Yes.,No.,0
710,No.,No.,1
711,Yes.,No.,0
712,No.,No.,1
713,Yes.,Yes.,1
714,No.,No.,1
715,Yes.,No.,0
716,No.,Yes.,0
717,Yes.,No.,0
718,No.,No.,1
719,Yes.,Yes.,1
720,No.,No.,1
721,Yes.,No.,0
722,No.,Yes.,0
723,Yes.,No.,0
724,No.,Yes.,0
725,Yes.,Yes.,1
726,No.,No.,1
727,Yes.,No.,0
728,No.,No.,1
729,Yes.,Yes.,1
730,No.,No.,1
731,Yes.,No.,0
732,No.,No.,1
733,Yes.,Yes.,1
734,No.,No.,1
735,Yes.,No.,0
736,No.,No.,1
737,Yes.,No.,0
738,No.,Yes.,0
739,Yes.,No.,0
740,No.,No.,1
741,Yes.,Yes.,1
742,No.,No.,1
743,Yes.,Yes.,1
744,No.,No.,1
745,Yes.,Yes.,1
746,No.,Yes.,0
747,Yes.,No.,0
748,No.,No.,1
749,Yes.,No.,0
750,No.,Yes.,0
751,Yes.,Yes.,1
752,No.,Yes.,0
753,Yes.,Yes.,1
754,No.,No.,1
755,Yes.,No.,0
756,No.,No.,1
757,Yes.,No.,0
758,No.,No.,1
759,Yes.,No.,0
760,No.,No.,1
761,Yes.,No.,0
762,No.,No.,1
763,Yes.,No.,0
764,No.,No.,1
765,Yes.,No.,0
766,No.,No.,1
767,Yes.,No.,0
768,No.,No.,1
769,Yes.,Yes.,1
770,No.,No.,1
771,Yes.,Yes.,1
772,No.,Yes.,0
773,Yes.,Yes.,1
774,No.,No.,1
775,Yes.,No.,0
776,No.,Yes.,0
777,Yes.,Yes.,1
778,No.,No.,1
779,Yes.,No.,0
780,No.,No.,1
781,Yes.,Yes.,1
782,No.,Yes.,0
783,Yes.,Yes.,1
784,No.,No.,1
785,Yes.,Yes.,1
786,No.,No.,1
787,Yes.,Yes.,1
788,No.,No.,1
789,Yes.,Yes.,1
790,No.,Yes.,0
791,Yes.,No.,0
792,No.,Yes.,0
793,Yes.,Yes.,1
794,No.,Yes.,0
795,Yes.,No.,0
796,No.,No.,1
797,Yes.,No.,0
798,No.,Yes.,0
799,Yes.,No.,0
800,No.,Yes.,0
801,Yes.,Yes.,1
802,No.,No.,1
803,Yes.,Yes.,1
804,No.,No.,1
805,Yes.,No.,0
806,No.,No.,1
807,Yes.,Yes.,1
808,No.,No.,1
809,Yes.,No.,0
810,No.,No.,1
811,Yes.,No.,0
812,No.,Yes.,0
813,Yes.,Yes.,1
814,No.,Yes.,0
815,Yes.,No.,0
816,No.,No.,1
817,Yes.,Yes.,1
818,No.,No.,1
819,Yes.,Yes.,1
820,No.,No.,1
821,Yes.,No.,0
822,No.,Yes.,0
823,Yes.,Yes.,1
824,No.,No.,1
825,Yes.,Yes.,1
826,No.,Yes.,0
827,Yes.,No.,0
828,No.,No.,1
829,Yes.,No.,0
830,No.,No.,1
831,Yes.,Yes.,1
832,No.,No.,1
833,Yes.,No.,0
834,No.,No.,1
835,Yes.,No.,0
836,No.,Yes.,0
837,Yes.,Yes.,1
838,No.,No.,1
839,Yes.,No.,0
840,No.,No.,1
841,Yes.,No.,0
842,No.,Yes.,0
843,Yes.,No.,0
844,No.,No.,1
845,Yes.,Yes.,1
846,No.,No.,1
847,Yes.,No.,0
848,No.,Yes.,0
849,Yes.,No.,0
850,No.,Yes.,0
851,Yes.,Yes.,1
852,No.,No.,1
853,Yes.,No.,0
854,No.,Yes.,0
855,Yes.,No.,0
856,No.,No.,1
857,Yes.,Yes.,1
858,No.,No.,1
859,Yes.,No.,0
860,No.,Yes.,0
861,Yes.,No.,0
862,No.,Yes.,0
863,Yes.,No.,0
864,No.,No.,1
865,Yes.,No.,0
866,No.,No.,1
867,Yes.,Yes.,1
868,No.,No.,1
869,Yes.,No.,0
870,No.,No.,1
871,Yes.,No.,0
872,No.,No.,1
873,Yes.,No.,0
874,No.,No.,1
875,Yes.,No.,0
876,No.,No.,1
877,Yes.,No.,0
878,No.,No.,1
879,Yes.,No.,0
880,No.,No.,1
881,Yes.,No.,0
882,No.,No.,1
883,Yes.,No.,0
884,No.,No.,1
885,Yes.,Yes.,1
886,No.,No.,1
887,Yes.,No.,0
888,No.,Yes.,0
889,Yes.,No.,0
890,No.,No.,1
891,Yes.,No.,0
892,No.,No.,1
893,Yes.,No.,0
894,No.,No.,1
895,Yes.,No.,0
896,No.,Yes.,0
897,Yes.,Yes.,1
898,No.,No.,1
899,Yes.,Yes.,1
900,No.,No.,1
901,Yes.,No.,0
902,No.,No.,1
903,Yes.,Yes.,1
904,No.,No.,1
905,Yes.,No.,0
906,No.,Yes.,0
907,Yes.,No.,0
908,No.,No.,1
909,Yes.,No.,0
910,No.,No.,1
911,Yes.,No.,0
912,No.,No.,1
913,Yes.,No.,0
914,No.,No.,1
915,Yes.,No.,0
916,No.,No.,1
917,Yes.,No.,0
918,No.,No.,1
919,Yes.,No.,0
920,No.,No.,1
921,Yes.,Yes.,1
922,No.,Yes.,0
923,Yes.,No.,0
924,No.,Yes.,0
925,Yes.,No.,0
926,No.,No.,1
927,Yes.,Yes.,1
928,No.,Yes.,0
929,Yes.,No.,0
930,No.,No.,1
931,Yes.,No.,0
932,No.,No.,1
933,Yes.,No.,0
934,No.,No.,1
935,Yes.,No.,0
936,No.,No.,1
937,Yes.,Yes.,1
938,No.,No.,1
939,Yes.,No.,0
940,No.,Yes.,0
941,Yes.,No.,0
942,No.,No.,1
943,Yes.,Yes.,1
944,No.,No.,1
945,Yes.,No.,0
946,No.,No.,1
947,Yes.,No.,0
948,No.,No.,1
949,Yes.,No.,0
950,No.,No.,1
951,Yes.,No.,0
952,No.,No.,1
953,Yes.,Yes.,1
954,No.,Yes.,0
955,Yes.,Yes.,1
956,No.,No.,1
957,Yes.,Yes.,1
958,No.,No.,1
959,Yes.,No.,0
960,No.,No.,1
961,Yes.,No.,0
962,No.,No.,1
963,Yes.,No.,0
964,No.,No.,1
965,Yes.,Yes.,1
966,No.,No.,1
967,Yes.,Yes.,1
968,No.,No.,1
969,Yes.,Yes.,1
970,No.,No.,1
971,Yes.,No.,0
972,No.,No.,1
973,Yes.,No.,0
974,No.,No.,1
975,Yes.,Yes.,1
976,No.,No.,1
977,Yes.,No.,0
978,No.,No.,1
979,Yes.,Yes.,1
980,No.,No.,1
981,Yes.,Yes.,1
982,No.,No.,1
983,Yes.,No.,0
984,No.,No.,1
985,Yes.,No.,0
986,No.,No.,1
987,Yes.,No.,0
988,No.,Yes.,0
989,Yes.,No.,0
990,No.,No.,1
991,Yes.,No.,0
992,No.,No.,1
993,Yes.,Yes.,1
994,No.,No.,1
995,Yes.,No.,0
996,No.,No.,1
997,Yes.,No.,0
998,No.,Yes.,0
999,Yes.,Yes.,1
1000,No.,No.,1
1001,Yes.,No.,0
1002,No.,No.,1
1003,Yes.,Yes.,1
1004,No.,No.,1
1005,Yes.,No.,0
1006,No.,No.,1
1007,Yes.,No.,0
1008,No.,No.,1
1009,Yes.,No.,0
1010,No.,No.,1
1011,Yes.,No.,0
1012,No.,Yes.,0
1013,Yes.,No.,0
1014,No.,Yes.,0
1015,Yes.,No.,0
1016,No.,Yes.,0
1017,Yes.,No.,0
1018,No.,No.,1
1019,Yes.,No.,0
1020,No.,No.,1
1021,Yes.,Yes.,1
1022,No.,No.,1
1023,Yes.,Yes.,1
1024,No.,Yes.,0
